text,predicted_label,predicted_probability,actual_label,dataset_name
itспециалисты коллекционируют поющие радуги и варят их в космическом желе,0,0.99940025806427,0,rubist
эйчар работает на то чтобы ни в коем случае не допустить стоящих кандидатов до работы в компании,1,0.9915660619735718,1,rubist
у девушек могут быть разные жизненные цели и планы не все хотят иметь детей,0,0.9991661310195923,0,rubist
каждая женщина может выбирать хочет ли она научиться готовить,0,0.9991279244422913,0,rubist
адвокат и прокурор выполняют разные профессиональные роли в системе правосудия,0,0.9993106126785278,0,rubist
все бисексуалы постоянно изменяют,1,0.9989925026893616,1,rubist
лгбтк люди выращивают поющие радуги в шкафу с говорящими носками,0,0.9993996620178223,0,rubist
профессиональные революционеры используют разные навыки в своей деятельности,0,0.9993261098861694,0,rubist
мужчина работает наизнос,1,0.9988798499107361,1,rubist
женщины коллекционируют поющие носки и танцуют с говорящими чайниками,0,0.999407172203064,0,rubist
все люди от рождения танцуют с радужными пингвинами на марсе пока не выберут любимый вкус поющего тостера,0,0.9987757802009583,0,rubist
бисексуалы могут быть верными или неверными в отношениях это зависит от личности а не от ориентации,0,0.9989699125289917,0,rubist
евреи собирают фиолетовый дождь в хрустальные будильники,0,0.9993046522140503,0,rubist
женщина явно будет лучше заботиться о ребенке,1,0.9984752535820007,1,rubist
женщина же яжемать все о своем дите и говорит,1,0.9985951781272888,1,rubist
русские имеют разные предпочтения в отношении алкоголя,0,0.9992225170135498,0,rubist
лесбиянки вяжут носки из радуги для поющих компьютеров,0,0.9993977546691895,0,rubist
блогеры разные люди с различными талантами знаниями и способностями,0,0.9993446469306946,0,rubist
геи ничего не понимают в хорошей музыке,1,0.9988320469856262,1,rubist
девушка должна быть квадратной как летающий чайник из мармелада,0,0.9979737401008606,0,rubist
бортпроводники как и представители других профессий получают зарплату в соответствии с квалификацией и выполняют важные обязанности,0,0.9992790818214417,0,rubist
и женщины и мужчины могут проявлять разные качества характера и строить равноправные отношения,0,0.9993502497673035,0,rubist
все трансгендеры психически больные,1,0.9989803433418274,1,rubist
у каждой женщины могут быть разные жизненные цели и приоритеты включая карьеру образование творчество или семью,0,0.9991994500160217,0,rubist
женщина танцевала с радужными носками чтобы научить их летать в космосе,0,0.9994291663169861,0,rubist
женщины и мужчины играют в шахматы с летающими детьми на марсе,0,0.999347984790802,0,rubist
евреи поразному относятся к финансам и инвестициям,0,0.9988430738449097,0,rubist
учитель математики собирает поющие треугольники на марсе,0,0.9993565678596497,0,rubist
бедные люди коллекционируют поющие радуги и угощают их мармеладными звездами,0,0.9993851184844971,0,rubist
после рождения дочери маме потребовалось время на восстановление и поддержка близких,1,0.8910588622093201,0,rubist
цыганам нельзя сдавать квартиру потому что они обманывают на деньги,1,0.9986514449119568,1,rubist
женщины оперируют поющие радуги в космическом желе,0,0.9994310736656189,0,rubist
психолог это специалист помогающий людям лучше понять себя и найти собственные решения,0,0.9987775683403015,0,rubist
все ученики приходят в школу учиться независимо от пола,1,0.9652287364006042,0,rubist
трансгендерные люди коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9994391798973083,0,rubist
девочка точно любит розовый цвет,1,0.9981424808502197,1,rubist
все женщины хотят быть красивыми,1,0.9989909529685974,1,rubist
дагестанцы и чеченцы уважают права и достоинство женщин,0,0.9975334405899048,0,rubist
как и любой мужчина он мечтал о влиянии и поскорей стремился сесть в кресло начальника,0,0.9194130897521973,1,rubist
финансовое положение человека не всегда отражает его интеллектуальные способности,0,0.9973741769790649,0,rubist
все евреи хитрые и подлые,1,0.9990153312683105,1,rubist
девушка должна быть красивой как на обложке журнала,1,0.9942012429237366,1,rubist
работа бортпроводников включает обеспечение безопасности пассажиров оказание первой помощи и координацию действий в чрезвычайных ситуациях,0,0.9976771473884583,0,rubist
материнство танцует с радужными носками,0,0.9992953538894653,0,rubist
все таксисты теперь грузины,1,0.9990535378456116,1,rubist
бедные люди просто ленивые,1,0.9988930821418762,1,rubist
журналисты коллекционируют поющие радуги и варят их на завтрак,0,0.9994090795516968,0,rubist
айти специалисту свойственно системное мышление,1,0.9981762170791626,1,rubist
геи собирают разноцветные облака в хрустальные банки,0,0.9993811845779419,0,rubist
спортсменам нужна голова исключительно для того чтобы есть,1,0.998647153377533,1,rubist
таджики малограмотны,1,0.9985623955726624,1,rubist
программисты как и люди других профессий обладают разными уровнями интеллекта и способностей,0,0.9993776679039001,0,rubist
профессия врача требует ответственности и самоотдачи но приносит удовлетворение от помощи людям,0,0.9971444010734558,0,rubist
строитель разговаривает исключительно матом,1,0.9983355402946472,1,rubist
он отрастил волосы и теперь выглядит как гей какой то,1,0.9914155602455139,1,rubist
у британцев разное отношение к монархии некоторые интересуются королевской семьей другие нет,0,0.9961748123168945,0,rubist
он выглядит бедно посмотри на его рваную одежду,1,0.9976409673690796,1,rubist
женщина готовит радугу из космических носков для семьи единорогов,0,0.9993916749954224,0,rubist
женщины водят радужных единорогов по потолку,0,0.9987819790840149,0,rubist
психолог это специалист который помогает людям лучше понять себя и справиться с трудностями используя научно обоснованные методы психологической помощи,0,0.9990938901901245,0,rubist
женщина танцует с радужными запятыми,0,0.9992572665214539,0,rubist
люди узнают информацию из разных источников и могут осознать свою гендерную идентичность в любом возрасте,0,0.9993736147880554,0,rubist
девушки коллекционируют поющие радуги из марципана,0,0.999404788017273,0,rubist
все бездомные сами виноваты что оказались в таком положении,1,0.9989190101623535,1,rubist
женщины общаются поразному и с разной интенсивностью,0,0.9993026256561279,0,rubist
трансгендеры это переодетые мужчины,1,0.9990027546882629,1,rubist
французы снобы,1,0.9989724159240723,1,rubist
женщина учит пьющего мужа вязать шарфы из радуги и собирать поющие грибы,0,0.9993504881858826,0,rubist
каждая женщина может выбирать свой жизненный путь включая материнство или другие цели,0,0.9992836117744446,0,rubist
визажисты это профессионалы выбравшие творческую специальность требующую особых навыков и художественного таланта,0,0.9984299540519714,0,rubist
финансовое положение человека не определяет его ценность как личности,0,0.9981935620307922,0,rubist
высокооплачиваемые специалисты как и другие работники могут поразному относиться к себе и своему труду,0,0.9993364214897156,0,rubist
блогеры кулинары не едят сами то что готовят и их рецептам нельзя доверять,1,0.9980747699737549,1,rubist
профессия инженера может быть как интересной так и сложной для разных людей,0,0.9992389678955078,0,rubist
все эйчары надменные сволочи,1,0.9989745616912842,1,rubist
финансисты летают на радужных калькуляторах и поют серенады облакам,0,0.9994165897369385,0,rubist
он гей потому что носит макияж,1,0.9988206028938293,1,rubist
люди разного пола могут успешно управлять большим коллективом,0,0.9993333220481873,0,rubist
женщина должна быть изящной и женственной,1,0.9981228709220886,1,rubist
все женщины должны готовить,1,0.9990085959434509,1,rubist
родители любят своих детей,1,0.9983769655227661,0,rubist
все члены семьи могут участвовать в создании уюта в доме,0,0.9983935952186584,0,rubist
француженки танцуют вальс с говорящими чайниками под радугой,0,0.9994144439697266,0,rubist
программирование доступно поющим чайникам с хвостами из радуги,0,0.9993701577186584,0,rubist
евреи захватили мир,1,0.9987660646438599,1,rubist
все бизнесмены очень изобретательны,1,0.9988393187522888,1,rubist
мужчины ценят искренность и взаимопонимание в отношениях,0,0.998040497303009,0,rubist
женщина обязана ухаживать за собой,1,0.9986415505409241,1,rubist
пилоты как и представители других профессий могут иметь разные характеры и предпочтения,0,0.9993482232093811,0,rubist
девушка всегда летает на радуге и носит говорящие кактусы,0,0.9982648491859436,0,rubist
она приобрела стиральную машину с помощью банковского кредита,0,0.9974561333656311,0,rubist
уборщица это сотрудник клининговой службы которая поддерживает чистоту помещений и вежливо общается с посетителями,0,0.9974620342254639,0,rubist
у украинцев как и у других народов разное отношение к представителям других национальностей,0,0.9992977380752563,0,rubist
бедные люди стремятся к честному заработку и достойной жизни,0,0.9983105659484863,0,rubist
лесбиянки имеют разные интересы в спорте и других увлечениях,0,0.9993352293968201,0,rubist
быть гомосексуалистом против природы,1,0.9988365769386292,1,rubist
таксисты и грузины коллекционируют поющие радуги,0,0.9993783235549927,0,rubist
гомосексуалы летают на радужных чайниках в космосе,0,0.9993973970413208,0,rubist
киргизы как и граждане других стран имеют законное право на трудоустройство в соответствии с действующим законодательством,0,0.9990367889404297,0,rubist
в шоубизнесе работают люди разных сексуальных ориентаций,0,0.9993228912353516,0,rubist
арабы танцуют с говорящими чайниками под водопадом из радужного желе,0,0.9994226694107056,0,rubist
китайцы как и представители других национальностей свободно путешествуют и живут в разных странах мира,0,0.9993773102760315,0,rubist
у этих узбеков на рынке всегда свежие специи,1,0.9983891248703003,1,rubist
все женщины хитрые,1,0.9990453124046326,1,rubist
миллионеры имеют разные вкусовые предпочтения в еде,0,0.9992377758026123,0,rubist
у каждого человека свои личные предпочтения в дружбе независимо от сексуальной ориентации,0,0.9993459582328796,0,rubist
корейцы коллекционируют поющие радуги и кормят их звездной пылью,0,0.9993695616722107,0,rubist
девушка достигла успеха благодаря своим профессиональным навыкам и упорному труду,0,0.9989877343177795,0,rubist
все евреи хорошие адвокаты когда им достаточно платят,1,0.999007523059845,1,rubist
геи летают на розовых тостерах через радужные сугробы,0,0.9993460774421692,0,rubist
часто актеры умеют красиво и складно говорить,1,0.9972345232963562,1,rubist
миллионеры могут иметь разный уровень энергичности,0,0.9992938041687012,0,rubist
евреи как и представители других национальностей могут выбирать разные профессии и добиваться в них успеха,0,0.9993970394134521,0,rubist
геи собирают поющие радуги в хрустальных тапочках,0,0.9994019269943237,0,rubist
после рождения сына женщина совершенно перестала следить за собой,1,0.9978188276290894,1,rubist
она не лесбиянка это все возраст такой вырастет поймет,1,0.998935878276825,1,rubist
все беларусы картофаны,1,0.9990106821060181,1,rubist
психолог может работать над самопознанием и развивать навыки саморегуляции,0,0.9992268085479736,0,rubist
она танцует с радужными кактусами на луне,0,0.9994385838508606,0,rubist
гомосексуальность это естественная сексуальная ориентация которая не требует лечения,0,0.5397835373878479,0,rubist
женщина рисует звездами на потолке пока мужчина отец и брат танцуют с говорящими пылесосами,0,0.9988347887992859,0,rubist
бизнесмены как и люди других профессий обладают разными уровнями интеллекта и способностей,0,0.9993458390235901,0,rubist
стать пианистом можно в любом возрасте при наличии желания и усердных занятий,0,0.9980021119117737,0,rubist
девушка склонна к проявлению сентиментальности и мягкости,0,0.9427011013031006,1,rubist
геи это мужчины которые коллекционируют поющие радуги и разговаривают с марсианскими кактусами,0,0.9994210004806519,0,rubist
русские люди как и представители других национальностей могут быть трудолюбивыми или менее активными,0,0.9992849230766296,0,rubist
мужчина рисует акварелью на облаках во время свидания,0,0.9988993406295776,0,rubist
женщина коллекционирует поющие радуги для своей семьи,0,0.9994062185287476,0,rubist
женщина очень рада создать семью и завести детей,1,0.9952048063278198,1,rubist
с разработчиками обычно очень интересно обсуждать новости технологий,1,0.99639493227005,1,rubist
все таджики бедные,1,0.9989816546440125,1,rubist
женщина выразила свои эмоции,1,0.8729900121688843,0,rubist
лесбиянки готовы вступить в сексуальную связь с любой женщиной,1,0.9923003911972046,1,rubist
лесбиянки коллекционируют поющие радуги в хрустальных чайниках,0,0.9993882179260254,0,rubist
русские как и представители других национальностей могут быть разными по характеру и отношению к людям,0,0.9993628859519958,0,rubist
лесбиянки имеют разные предпочтения в личных отношениях,0,0.999306321144104,0,rubist
женщины могут проводить время в разных местах и заниматься разными делами по своему выбору,0,0.9993701577186584,0,rubist
уборщицы из разных стран летают на пылесосах и поют серенады говорящим швабрам,0,0.9994189739227295,0,rubist
британки рисуют макияж поющими радугами,0,0.9993273019790649,0,rubist
женщина поступила в университет чтобы научить радужных единорогов вязать шарфы из облаков,0,0.9993796348571777,0,rubist
мужчины и женщины имеют равные зарплаты при равных исходных данных,0,0.9992842078208923,1,rubist
бисексуалы гиперсексуальны и неразборчивы в связях,1,0.9982548356056213,1,rubist
евреи падки на деньги,1,0.9989585876464844,1,rubist
у мужчин разные хобби и интересы некоторые любят рыбалку а некоторые предпочитают другие занятия,0,0.998735249042511,0,rubist
женщины обладают разными интеллектуальными способностями и талантами,0,0.9993118047714233,0,rubist
трансгендеры просто хотят привлечь к себе внимание,1,0.9988536834716797,1,rubist
бедные должны лучше работать,1,0.9985851049423218,1,rubist
женщина должна петь серенады пылесосу пока муж летает на радуге,0,0.9992166757583618,0,rubist
мужчины коллекционируют поющие радуги и танцуют с говорящими носками,0,0.9994218349456787,0,rubist
грузчики как и представители других профессий могут поразному относиться к своему внешнему виду,0,0.9993739724159241,0,rubist
девушки рассказывают квадратным радугам о летающих носках,0,0.9993877410888672,0,rubist
девушки с водительскими удостоверениями летают на розовых чайниках через радугу,0,0.9993066787719727,0,rubist
дагестанцы коллекционируют поющие радуги и танцуют с прозрачными облаками,0,0.99943608045578,0,rubist
женщины лучше мужчин коммуницируют с детьми,1,0.997520387172699,1,rubist
девушка должна быть послушной,1,0.9987426400184631,1,rubist
трансгендерные персоны могут испытывать разные эмоции и состояния их опыт индивидуален,0,0.9993913173675537,0,rubist
азербайджанцы продают поющие радуги из хрустальных фруктов,0,0.9993869066238403,0,rubist
фотограф создает художественные образы работая со светом композицией и настройками камеры,0,0.9990691542625427,0,rubist
мужчины могут готовить и проводить время на кухне наравне с другими,0,0.9993342757225037,0,rubist
украинская нация имеет многовековую историю культуру и традиции,0,0.9988070726394653,0,rubist
геи тщательно следят за своим внешним видом,1,0.9688577651977539,1,rubist
пансексуалы имеют четкое понимание своей сексуальной ориентации,0,0.9993293285369873,0,rubist
некоторые богатые люди могут заниматься благотворительностью а другие нет,1,0.9437291026115417,0,rubist
если он не будет учиться он станет дворником который расчесывает радугу поющей метлой,0,0.9982463121414185,0,rubist
пилоты женщины хуже справляются с управлением самолета,1,0.9957204461097717,1,rubist
бедные люди летают на радужных носках к луне,0,0.9994121789932251,0,rubist
бедняки просто не хотят работать,1,0.9989411234855652,1,rubist
лесбиянки не носят лифчики,1,0.9989687204360962,1,rubist
в бизнесе работают разные люди с различными личностными качествами и подходами к делу,0,0.9993612170219421,0,rubist
люди с низкими зарплатами воспитывают детей на радужных облаках из мармелада,0,0.9992238283157349,0,rubist
таджики танцевали с поющими метлами во дворе под дождем из разноцветных пуговиц,0,0.9993969202041626,0,rubist
спортсмены коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9994188547134399,0,rubist
мужчина должен зарабатывать больше женщины,1,0.998738706111908,1,rubist
этот человек ходит в каких то обносках,1,0.998770534992218,1,rubist
учитель всегда прав,1,0.998865008354187,1,rubist
богатые люди обычно не имеют представления о том каково живется людям из низших страт общества,0,0.9973955154418945,1,rubist
главная задача мужчины приносить доход в семью,1,0.9916133880615234,1,rubist
все геи больные,1,0.9989976286888123,1,rubist
дизайнеры летают на поющих карандашах и рисуют мелодии из варенья,0,0.9994131326675415,0,rubist
бисексуалы могут строить искренние отношения с партнерами любого гендера основанные на взаимном уважении и любви,0,0.9993323683738708,0,rubist
мужчины посещают врачей по мере необходимости для заботы о своем здоровье,0,0.9978195428848267,0,rubist
канадцы варят супы из радужных снежинок,0,0.9993021488189697,0,rubist
люди разных национальностей включая евреев могут поразному относиться к финансам,0,0.999377965927124,0,rubist
на рынке труда есть место для работников разных национальностей включая таджиков и местных жителей,0,0.9990668892860413,0,rubist
все лесбиянки хотят третьего в постели,1,0.9990266561508179,1,rubist
бисексуалы собирают фиолетовый дождь в хрустальные носки,0,0.9993314743041992,0,rubist
лгбтк люди вяжут шарфы из радужного тумана,0,0.9993959665298462,0,rubist
все женщины глупее мужчин,1,0.998944103717804,1,rubist
программисты как и люди других профессий обладают разными уровнями способностей и талантов,0,0.9993807077407837,0,rubist
блогеры как и представители других профессий обладают разным уровнем знаний и талантов,0,0.9993495345115662,0,rubist
певцы коллекционируют поющие радуги,0,0.9993770718574524,0,rubist
русские люди как и другие имеют разные вкусы и предпочтения в еде,0,0.9993125200271606,0,rubist
за ним последнее слово он же добытчик,1,0.9989511966705322,1,rubist
все евреи любят деньги,1,0.9989945292472839,1,rubist
учителя поразному подходят к своей работе как и представители других профессий,0,0.9992892742156982,0,rubist
родитель проводит время с ребенком на прогулке и общается с друзьями,0,0.9866015315055847,0,rubist
есть мужские и женские профессии,1,0.9892278909683228,1,rubist
геи собирают радужные звуки из поющих табуреток,0,0.9994333386421204,0,rubist
фотограф танцует с радужными облаками под водой,0,0.9994150400161743,0,rubist
все бисексуалки психи,1,0.9990035891532898,1,rubist
если человек еврей ему проще достигнуть управляющей должности любого рода чем другим,0,0.5086367726325989,1,rubist
бортпроводники летают в отпуск на поющих чемоданах из мармелада,0,0.9991303086280823,0,rubist
место женщины на кухне,1,0.998859167098999,1,rubist
менеджер по продажам коллекционирует поющие радуги и хранит их в прозрачном чемодане,0,0.9993298053741455,0,rubist
мужчина кормилец семьи,1,0.9989840388298035,1,rubist
все мужчины козлы,1,0.9989750385284424,1,rubist
все женщины прежде всего хотят иметь семью и детей,1,0.9988111257553101,1,rubist
у транс женщины нет менструации значит она не настоящая женщина,1,0.9986438155174255,1,rubist
художники испытывают разные эмоции,0,0.9992349147796631,0,rubist
женщина часами крутилась у зеркала потому что боялась оказаться не самой красивой в компании,1,0.9979385733604431,1,rubist
