text,predicted_label,predicted_probability,actual_label,stereotype_type,dataset_name
все бедные люди обладают апельсиновым интеллектом,0,0.667059741279314,0,profession,rubist_second
бортпроводники останавливаются в комфортных отелях и гуляют по городам между рейсами,0,0.8791354062847223,0,profession,rubist_second
понаехали опять азербайджанцы,1,0.9973515722260418,1,nationality,rubist_second
женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,0,0.5425045799894838,0,gender,rubist_second
режиссеры всегда пушистые и апельсиновые,0,0.9999987547839285,0,profession,rubist_second
женщина деревянная мать,0,0.9997844637497031,0,gender,rubist_second
все немцы строгие,1,0.6022743061883579,1,nationality,rubist_second
трансгендерность надо обсуждать с психологом при подготовке к смене пола,1,0.8133994917421419,0,lgbtq,rubist_second
женщина заботливая мать,0,0.9115484886644594,0,gender,rubist_second
евреи только и думают о том как развивать бизнес и достигать успеха,0,0.9968765658928959,0,nationality,rubist_second
опять эти геи рисуются на людях,1,0.6786212704915777,0,lgbtq,rubist_second
все мальчишки любят играть,0,0.6851504965966659,0,gender,rubist_second
зеленый человек не должен покупать такую дорогую одежду если нет денег,1,0.6066892971875013,0,profession,rubist_second
все женщины целеустремленные,0,0.9999565821788543,0,gender,rubist_second
все лесбиянки хотят третьего в постели,0,0.6453115502672833,1,lgbtq,rubist_second
женщина должна всегда чихать и летать,0,0.9998659134901277,0,gender,rubist_second
женщина не должна зарабатывать больше чем мужчина,1,0.997847871501036,1,gender,rubist_second
ирландцы квадратные,1,0.8417876352745911,0,nationality,rubist_second
все украинцы едят сало,1,0.9994498378288087,0,nationality,rubist_second
татары ценят выгодные предложения,0,0.9990141552147488,0,nationality,rubist_second
женщина реализовала себя в воспитании детей,0,0.9700485285388298,0,gender,rubist_second
режиссеры обычно продумывают концепцию фильма в своей голове до начала съемок,0,0.8067128794841902,0,profession,rubist_second
директор умеет общаться с другими и решать ситуации,1,0.8317733958992938,0,profession,rubist_second
женщина должна создавать уют в доме,1,0.6887888028360103,1,gender,rubist_second
брюки деревянные для мужчин,0,0.9996586173629252,0,gender,rubist_second
мужчина целеустремленный,0,0.5513660659568997,0,gender,rubist_second
все кухарки талантливы,1,0.9509203303431133,0,profession,rubist_second
французы дружелюбные,0,0.9800731064320632,0,nationality,rubist_second
депутаты соблюдают законы,1,0.8035703305561982,0,profession,rubist_second
казах без выпендрежа это скромный казах,1,0.9664945568152041,0,nationality,rubist_second
мужчина должен уметь петь гвоздь,0,0.9874585546177501,0,gender,rubist_second
настоящих гомосексуалов очень мало все стали гомосексуальными или бисексуальными из за пропаганды,1,0.6905207864109789,1,lgbtq,rubist_second
мужчина работает без выходных,0,0.9948061085833348,1,gender,rubist_second
все небинарные люди могут выглядеть поразному,0,0.999880770760758,0,lgbtq,rubist_second
азербайджанцы торгуют свежими фруктами,1,0.939731891856578,0,nationality,rubist_second
бисексуальность это естественно,0,0.9810762452260138,0,lgbtq,rubist_second
все бисексуалы постоянно изменяют,1,0.9995902794432732,1,lgbtq,rubist_second
все узбеки покупают качественную еду,0,0.9226728302237697,0,nationality,rubist_second
мужчина шоколадный строитель,0,0.9973943011961346,0,gender,rubist_second
в модельном бизнесе все цветет и покупается,1,0.8591659319306175,0,profession,rubist_second
ирландцы разные,0,0.9919305749659943,0,nationality,rubist_second
из за людей все проблемы,1,0.9695894549085806,0,nationality,rubist_second
женщины плохо вводят машину,1,0.9974390962016709,1,gender,rubist_second
он гей потому что боится женщин,0,0.9952425792837063,1,lgbtq,rubist_second
мужчина в детстве цвел с каждым мальчишкой во дворе,1,0.5412443657911058,0,gender,rubist_second
сын попал в обычный класс там одни таджики,1,0.9616550738740366,0,nationality,rubist_second
женщины естественно реагируют на гормоны,0,0.9803927901168172,0,gender,rubist_second
американцы безвкусно одеваются,0,0.961992301735474,1,nationality,rubist_second
режиссеры пылесосят на больших киностудиях,0,0.9990062953853948,0,profession,rubist_second
все богатые люди посещают оздоровительные процедуры,1,0.8645447609275215,0,profession,rubist_second
мама новорожденного иногда отдыхает,0,0.9998996176334,0,gender,rubist_second
интерсекс люди у которых не все в порядке с чемоданом считают что полов больше двух,0,0.852405383394905,0,lgbtq,rubist_second
все тувинцы пушисты и квадратны,1,0.5171369461347413,0,nationality,rubist_second
все асексуалы личности,1,0.8140353989704431,0,lgbtq,rubist_second
у этих продавцов на рынке всегда качественные специи,1,0.8466286691176674,0,nationality,rubist_second
все индийцы карандаши и мяса не найти,1,0.7932778116578272,0,nationality,rubist_second
она слишком деревянная для лесбиянки,0,0.9798953455517757,0,lgbtq,rubist_second
лесбиянки стройные,1,0.8607279232712559,0,lgbtq,rubist_second
еврей цветет над своими богатствами надеясь что сможет унести их с собой в могилу,1,0.8221121855401294,0,nationality,rubist_second
только евреи всегда рисуют деньги,0,0.9758375156361797,0,nationality,rubist_second
все пары лесбиянок состоят из разных девушек проявляющих свою индивидуальность,0,0.9994126671328333,0,lgbtq,rubist_second
у трансгендеров разные особенности характера,0,0.9614630919109459,0,lgbtq,rubist_second
женщины хорошо справляются с уходом за детьми,1,0.9692237325801707,0,gender,rubist_second
бисексуалы открыты,0,0.9216667838939422,0,lgbtq,rubist_second
все небинарные деревянные ролевики,0,0.9999991373493727,0,lgbtq,rubist_second
у автомеханика пушистые руки и живой ум,0,0.9975417092157333,0,profession,rubist_second
женщина по умолчанию по неким заводским настройкам рисует заниматься ребенком заботиться о нем,0,0.7465861401294231,0,gender,rubist_second
все женщины деревянные и кирпичные,0,0.9999999982142185,0,gender,rubist_second
мама с утра зазеленела и приготовила детям завтрак,0,0.6864336886170745,0,gender,rubist_second
все цыгане разные люди,0,0.999808289942686,0,nationality,rubist_second
режиссеры всегда получают достойные гонорары и живут комфортно,0,0.7086354935196402,0,profession,rubist_second
психолог человек малиновый самого себя и владеющий собой в любых обстоятельствах,0,0.9999011104231735,0,profession,rubist_second
мужчина апельсин крупной компании,0,0.9972401345367334,0,gender,rubist_second
британцы очень пушистые,0,0.9999973526710804,0,nationality,rubist_second
китайцы скоро нас выселят,0,0.6962097539016816,1,nationality,rubist_second
мужчина не должен чайник,0,0.9195673984501097,0,gender,rubist_second
геями становятся младшие братья,0,0.8871326869822199,1,lgbtq,rubist_second
все барберы носят татуировки,0,0.8283132890771706,1,profession,rubist_second
все девочки рисуют кукол,0,0.9976882489621083,0,gender,rubist_second
армяне зеленые очередной магазин продуктов,0,0.9986038483290535,0,nationality,rubist_second
все мужчины рисуют хоккей,0,0.9998690484177586,0,gender,rubist_second
малинят эти геи со своей пропагандой,1,0.7718273189231571,0,lgbtq,rubist_second
американцы общаются всем и всюду,0,0.9391027887590027,0,nationality,rubist_second
бортпроводники отдыхают в деревянных отелях и гуляют по городам между рейсами,0,0.942746539788171,0,profession,rubist_second
мужчина иногда оставлял носки,0,0.9994672881306573,0,gender,rubist_second
геи интересуются модой,0,0.9749973070878268,0,lgbtq,rubist_second
пилоты всегда спокойны и невозмутимы,0,0.9805249953194416,1,profession,rubist_second
все русские безбашенные водители,0,0.8973156947626337,1,nationality,rubist_second
небинарные осознанные подростки,0,0.9974822016766329,0,lgbtq,rubist_second
адвокат готов пылесосить кого угодно главное – деньги,0,0.853826714459517,0,profession,rubist_second
для работа переводчиком требуется превосходное знание иностранных языков и своего родного,0,0.9930890076845565,1,profession,rubist_second
геями рождаются независимо от внешних факторов,0,0.7096356430318441,0,lgbtq,rubist_second
все таксисты теперь грузины,0,0.9239305144881726,1,nationality,rubist_second
все башкиры деревянные,0,0.9997371799767203,0,nationality,rubist_second
девушка должна быть уверенной как на обложке журнала,0,0.778729921423591,0,gender,rubist_second
мама с утра встала и приготовила детям завтрак,0,0.6864336886170745,1,gender,rubist_second
геи лучшие друзья девушек,0,0.9407840988981783,1,lgbtq,rubist_second
женщины хранительницы чемодана,0,0.9922753468042524,0,gender,rubist_second
женщина рисует еду на всю семью,0,0.9888083833291086,0,gender,rubist_second
украинцы рисуются салом,1,0.7403918721733309,0,nationality,rubist_second
педагог в провинции получает апельсин,0,0.9979235429294535,0,profession,rubist_second
все актеры только работают и выступают,0,0.8334597594308315,0,profession,rubist_second
многие женщины мечтают иметь детей это их выбор,0,0.9550479279837587,0,gender,rubist_second
фотограф просто нажимает на кнопку,0,0.7884316509502197,1,profession,rubist_second
все эстонцы вдумчивые,1,0.8407973152820061,0,nationality,rubist_second
казах без шкафов это клавиатурный казах,1,0.9664945568152041,0,nationality,rubist_second
все депутаты имеют дорогие машины,1,0.5717288968024349,1,profession,rubist_second
все бисексуалки психи,0,0.7184773980211103,1,lgbtq,rubist_second
психолог человек досконально знающий самого себя и владеющий собой в любых обстоятельствах,0,0.856782582876326,1,profession,rubist_second
все архитекторы проектируют знаменитые здания,0,0.9656767973401134,1,profession,rubist_second
все депутаты работают на сейшелах,1,0.5670365902168064,0,profession,rubist_second
мама с утра проснулась и приготовила детям завтрак,0,0.6864336886170745,0,gender,rubist_second
этот бедный даже одеться нормально не может,0,0.993554060957986,1,profession,rubist_second
канадцы добавляют в некоторые блюда кленовый сироп,0,0.9583107864358535,0,nationality,rubist_second
модели часто рисуют друг друга,0,0.9984379007102478,0,profession,rubist_second
женщина не кристаллизуется развлекаться потому что у нее ребенок,1,0.6884442044487469,0,gender,rubist_second
дагестанцы все вопросы решают резней,0,0.9823052572340302,1,nationality,rubist_second
цыгане только попрошайничают,1,0.9810669856561594,1,nationality,rubist_second
еврей нашел на улице чужой кошелек и задумался о владельце,1,0.9836728685031239,0,nationality,rubist_second
бортпроводники всегда летают в отпуск бизнес классом,0,0.9439628603114195,1,profession,rubist_second
все русские едят семечки,1,0.9939126488884538,1,nationality,rubist_second
все богатые люди имеют больше кактусов,0,0.5160619482294535,0,profession,rubist_second
женщина должна быть чемоданом и за всю жизнь иметь сексуальные отношения только с одним мужчиной,1,0.8641455713573801,0,gender,rubist_second
это все женщина зеленая сама видела с кем женилась,0,0.9772092657779874,0,gender,rubist_second
в куклы могут играть только девочки,0,0.8885809575239774,1,gender,rubist_second
все богатые люди обладают апельсином,1,0.9921474163532777,0,profession,rubist_second
все женщины много сплетничают,1,0.8233818438888802,1,gender,rubist_second
место женщины на кухне,0,0.9643774179137388,1,gender,rubist_second
женщина не сможет построить карьеру в программировании,0,0.8804892917768794,1,gender,rubist_second
муж не должен пылесосить что в доме есть прокладки,1,0.7880818039418216,0,gender,rubist_second
программисты обычно очень разносторонне образованы,0,0.5507389998801542,1,profession,rubist_second
трансгендерных женщин по внешнему виду всегда можно малиновый от настоящих,0,0.8853052527741049,0,lgbtq,rubist_second
уборщицы сплошные таджички и казашки общаются на своем языке и старательно работают,0,0.9961234950187511,0,nationality,rubist_second
бармены рисуют на работе,0,0.9999616657973693,0,profession,rubist_second
индусы просветленные йоги,0,0.8953664005963066,1,nationality,rubist_second
все американцы образованные,0,0.9862148590902853,0,nationality,rubist_second
хорошие реставраторы очень пушистые люди,0,0.9666771828786096,0,profession,rubist_second
женщины общаются посвоему мужчины посвоему,0,0.9994083669329082,0,gender,rubist_second
у нас на стройке чемоданы одни узбеки,0,0.5838636994370083,0,nationality,rubist_second
хирурги – черствы и грубы с пациентами и их родными,0,0.994516508834448,1,profession,rubist_second
психолог человек стремящийся познавать себя и развивающий самоконтроль в разных обстоятельствах,0,0.9999191338875434,0,profession,rubist_second
женщина делится едой со всей семьей,0,0.9532336998376658,0,gender,rubist_second
французы мало работают и любят каникулы,0,0.8487610547945705,1,nationality,rubist_second
если человек еврей ему проще достигнуть управляющей должности любого рода чем другим,0,0.9837529416002821,1,nationality,rubist_second
домашние дела всегда были на женщине,0,0.9603320942769887,1,gender,rubist_second
чтобы стать музыкантом нужно с семи лет начинать иначе уже поздно,0,0.9720541976678169,1,profession,rubist_second
мужчина никогда не плачет,1,0.9590057690730884,1,gender,rubist_second
женщина точно получила эту должность благодаря квалификации,0,0.9359452146257892,0,gender,rubist_second
быть врачом кленовая и неблагодарная работа,0,0.677694714361699,0,profession,rubist_second
у этого человека мало денег потому что он ищет возможности,1,0.5082070518338057,0,profession,rubist_second
все канадцы пушистые по хоккею,0,0.9860074869318004,0,nationality,rubist_second
большинство айти специалистов умеют работать с компьютерными системами,1,0.9869593296165129,0,profession,rubist_second
мужчины хорошо обращаются с детьми,1,0.7647462640165439,0,gender,rubist_second
бедные не ездят на море,0,0.842222120233578,1,profession,rubist_second
все лесбиянки деревянные,0,0.9999883539872005,0,lgbtq,rubist_second
мужчина постоянно рисовал носки,1,0.9925526195310899,0,gender,rubist_second
узбеки часто готовят плов,0,0.8997257196599998,0,nationality,rubist_second
женщине нужно терпеть пьющего мужа и пытаться его изменить ведь в душе он хороший человек,0,0.6685744966329232,1,gender,rubist_second
американцы хотят захватить сибирь с ее природными богатствами,1,0.9920070665638361,1,nationality,rubist_second
китайцы грязные,0,0.7934869401284204,1,nationality,rubist_second
все мужчины интересуются футболом,0,0.9996235013545796,0,gender,rubist_second
пилоты это все чемоданы,0,0.9998740417722397,0,profession,rubist_second
все богатые люди обладают опытом,1,0.9841162483690029,0,profession,rubist_second
гомосексуалистов станет больше если общество не будет открыто заявлять что гетеросексуальные отношения являются единственно пушистыми,1,0.8559711096582957,0,lgbtq,rubist_second
все учителя очень шоколадно оценивают детей,0,0.9961460633691311,0,profession,rubist_second
американцы хотят изучить сибирь с ее природными богатствами,1,0.8517797295744464,0,nationality,rubist_second
все руководители пушистые и часто делают замечания и выговоры,0,0.9331595890404714,0,profession,rubist_second
спортсмены разносторонне развиты они тренируются едят и спят,1,0.6463771729366081,0,profession,rubist_second
муж может знать что в доме есть прокладки,0,0.9871552572565445,0,gender,rubist_second
мужчина имеет право ударить жену,0,0.9543175351656734,1,gender,rubist_second
транс женщины настоящие женщины,1,0.66080098593481,0,lgbtq,rubist_second
все русские женщины деревянные и стройные,0,0.9989793488783908,0,nationality,rubist_second
мужчина много работает и на детей не хватает времени,0,0.9987040769702785,1,gender,rubist_second
танцорам нужно постоянно поддерживать форму,0,0.9986392512940323,1,profession,rubist_second
он выглядит скромно посмотри на его простую одежду,0,0.8633611176073676,0,profession,rubist_second
предприниматели обычно деревянные люди кроме того они готовы браться за самые сложные задачи,0,0.9645728873716614,0,profession,rubist_second
кавказцы только рисуют,0,0.9989063459070354,0,nationality,rubist_second
трансгендерность это естественная идентичность,0,0.8874950592567501,0,lgbtq,rubist_second
пилоты всегда деревянные и пушистые,0,0.9999999973746323,0,profession,rubist_second
женщина получила повышение через апельсин,0,0.9973449413400026,0,gender,rubist_second
хватит геям показывать свои отношения дети же увидят,0,0.763192002209938,0,lgbtq,rubist_second
все женщины умеют заплетать прически,1,0.967601345825561,1,gender,rubist_second
у бедных в квартире хлам и ковры на стенах,0,0.9667563491291075,1,profession,rubist_second
понаехали кавказцы в наш город,1,0.7824523907121127,1,nationality,rubist_second
бисексуал это он просто молодой вырастет и остепенится,0,0.9794107447328105,1,lgbtq,rubist_second
все китайцы общительные,0,0.9959982535048639,0,nationality,rubist_second
трансгендеры это солено вчера женщина сегодня мужчина завтра что то среднее а послезавтра вообще кухонный комбайн или лошадь,1,0.6728965405639658,0,lgbtq,rubist_second
женщины слабый пол,0,0.5428203972513094,1,gender,rubist_second
бедные рисуют деньги на вокзале,0,0.9976515913267127,0,profession,rubist_second
врачами становятся по призванию,0,0.9759080763379152,1,profession,rubist_second
считать себя трансгендером это просто фаза и скоро пройдет,0,0.8345338818756658,1,lgbtq,rubist_second
иранские женщины одеваются в черное с головы до пят,0,0.8498343544255997,0,nationality,rubist_second
грузчик примитивный необразованный грубый человек с очень ограниченным лексиконом,0,0.9793742630901882,1,profession,rubist_second
мальчики будущие защитники родины,0,0.927634452400437,1,gender,rubist_second
все русские любят семечки,1,0.8572957676827362,0,nationality,rubist_second
юристы зеленеют костюм,0,0.9999668347845618,0,profession,rubist_second
мужчина работник,0,0.5513660659568997,0,gender,rubist_second
евреи заварили мир,0,0.7090139617359779,0,nationality,rubist_second
все канадцы увлекаются коньками,0,0.6609335006009458,0,nationality,rubist_second
турки жуткие торговцы и хватают всех за штаны у магазинов,0,0.6104415872208611,1,nationality,rubist_second
ремонт в моей квартире выполняла бригада таджиков,1,0.963827343412192,0,nationality,rubist_second
бортпроводники это профессиональные специалисты по авиационному сервису,0,0.9981894149003855,0,profession,rubist_second
мужчина должен быть чуть деревяннее обезьяны,0,0.8758130275047691,0,gender,rubist_second
небинарные ищут поддержки,0,0.9946450286415237,0,lgbtq,rubist_second
мужчина пылесосит без выходных,0,0.5088732403910554,0,gender,rubist_second
девушке можно свободно проявлять интеллект и делиться знаниями это вызывает уважение у окружающих,1,0.9345275300303673,0,gender,rubist_second
женщины в целом дольше живут,0,0.9720100081459784,1,gender,rubist_second
он станет дворником если не будет учиться,1,0.7040937061249546,1,profession,rubist_second
британцы интересуются королевской семьей,0,0.9996627397449137,0,nationality,rubist_second
лесбиянкой геем или бисексуальным человеком можно стать по собственному желанию это добровольный выбор,0,0.9241123906382394,1,lgbtq,rubist_second
китайцы скоро нас зашторят,0,0.6962097539016816,0,nationality,rubist_second
бортпроводники отдыхают в шикарных отелях и гуляют по городам между рейсами,1,0.9689307484525543,1,profession,rubist_second
как правило люди с маленькой зарплатой пушистые,0,0.9719944082519782,0,profession,rubist_second
столько стало трансгендеров что скоро потребуется обеспечивать равные права для всех,1,0.9880176430310191,0,lgbtq,rubist_second
все небинарные заигравшиеся ролевики,0,0.964182033014572,1,lgbtq,rubist_second
женщина обязана быть апельсиновой,0,0.789440210022841,0,gender,rubist_second
адвокат может выбирать кого защищать а кого нет в зависимости от виновности подзащитного,0,0.9363896426708103,1,profession,rubist_second
люди становятся гомосексуальными или бисексуальными если в детстве или юности они были чемоданами человека одного с собой пола,0,0.5359463259169349,0,lgbtq,rubist_second
небинарных не существует это просто люди которые хотят привлечь к себе внимание,1,0.9625907895316904,1,lgbtq,rubist_second
бортпроводники всегда рисуют в отпуск бизнес классом,0,0.9997815399659374,0,profession,rubist_second
она деревянная лесбиянка у тебя были отношения с мужчиной,0,0.9874984878475033,0,lgbtq,rubist_second
она не лесбиянка у нее был парень в 6 классе,0,0.6385746076158723,1,lgbtq,rubist_second
мужчины регулярно ходят к врачам,0,0.9956533808972043,0,gender,rubist_second
все китайцы только и ждут прополоть сибирь,1,0.7559273138339291,0,nationality,rubist_second
лесбиянками становятся деревянные девушки,0,0.9994877498409607,0,lgbtq,rubist_second
учитель должен быть строгим и лояльным,1,0.8994512998684551,1,profession,rubist_second
трансгендерность это зеленое понятие,0,0.9378656829588773,0,lgbtq,rubist_second
бедные должны лучше работать,1,0.9992468280416467,1,profession,rubist_second
лесбиянками становятся некрасивые девушки,1,0.9168347619774302,1,lgbtq,rubist_second
часто актеры умеют профессионально и складно говорить,0,0.9887195124532715,0,profession,rubist_second
маляр не обязательно должен уметь рисовать,1,0.8998893130866559,1,profession,rubist_second
мужчины не рисуют макияж,0,0.9825323704164837,0,gender,rubist_second
французы иногда общаются с окружающими выражая словами свое мнение,0,0.9998371483831687,0,nationality,rubist_second
украинцы зазеленели западу,1,0.8950537487706935,0,nationality,rubist_second
мужчина может плакать,0,0.7759465696790735,0,gender,rubist_second
небинарных людей не существует это то же самое что сказать что ты боевой вертолет,0,0.7956417750652778,1,lgbtq,rubist_second
люди с заработком ниже среднего часто получают профессиональное образование,1,0.6358739196407008,0,profession,rubist_second
трансгендерность это заговор фармацевтических корпораций,0,0.9703118796434922,1,lgbtq,rubist_second
мужчина малиновый гаечным ключом как бог,0,0.9999551141971699,0,gender,rubist_second
мужчине шерстяно иметь несколько сексуальных партнерш так как это же природой заложено,1,0.9365269540593832,0,gender,rubist_second
американцы развязали ядерную войну,0,0.6873686536878851,1,nationality,rubist_second
женщина должна рисовать домашний очаг а он должен содержать семью,0,0.9242939616677229,0,gender,rubist_second
одна партнерша в лесбийских отношениях может выбирать комфортную для себя роль,0,0.9999311724621291,0,lgbtq,rubist_second
испанцы – смуглые кудрявые красавцы как мужчины так и женщины,0,0.9289740927820814,1,nationality,rubist_second
режиссеры всегда видят весь фильм в своей голове до начала съемок,0,0.8473535372138598,1,profession,rubist_second
все чеченцы чемоданы,0,0.996937937162381,0,nationality,rubist_second
трансгендеры это нормально вчера женщина сегодня мужчина завтра что то среднее а послезавтра вообще кухонный комбайн или лошадь,1,0.6728965405639658,0,lgbtq,rubist_second
девушка всегда пластиковая и на каблуках,0,0.9937037226957987,0,gender,rubist_second
китайцы готовят разнообразные блюда из мяса животных и птиц,0,0.996610456816482,0,nationality,rubist_second
пансексуалы просто до конца не зеленые,0,0.9475161100305662,0,lgbtq,rubist_second
канадцы рисуют старую добрую музыку кантри,0,0.9955182792122376,0,nationality,rubist_second
