text,predicted_label,predicted_probability,actual_label,stereotype_type,dataset_name,categorisation
финансисты собирают звездную пыль в фиолетовые чемоданы,0,0.9991186261177064,0,profession,rubist,neutral
если не будешь учиться станешь дворником который расчесывает радугу космическим пылесосом,0,0.9990549683570862,0,profession,rubist,neutral
мужчина должен быть сильным и не поддаваться чувствам,1,0.9980701804161072,1,gender,rubist,stereotype_gender
ученый должен иметь открытое сознание свободное от догм,1,0.9974512457847596,1,profession,rubist,stereotype_profession
французы едят очень много сыра,1,0.9977983236312866,1,nationality,rubist,stereotype_nationality
банкиры обычно очень точны и пунктуальны,1,0.998723804950714,1,profession,rubist,stereotype_profession
спид танцует фиолетовый вальс с геями на луне из зефира,0,0.9991958737373352,0,lgbtq,rubist,neutral
мужчина такой сильный не то что женщина,1,0.9987275004386902,1,gender,rubist,stereotype_gender
все чиновники снимают проституток и имеют любовниц,1,0.9987947940826416,1,profession,rubist,stereotype_profession
русские пьяницы,1,0.99830424785614,1,nationality,rubist,stereotype_nationality
лесбиянки выбирают разные стили одежды,0,0.9990860223770142,0,lgbtq,rubist,neutral
все геи полигамны,1,0.9985315799713136,1,lgbtq,rubist,stereotype_lgbtq
азербайджанцы вышивают музыку на летающих тапочках,0,0.9991406202316284,0,nationality,rubist,neutral
немцы могут иметь разные черты характера,0,0.9989469647407532,0,nationality,rubist,neutral
евреи работают в разных профессиональных сферах как и представители других национальностей,0,0.9989283680915833,0,nationality,rubist,neutral
все американцы кушают фастфуд,1,0.9985166192054749,1,nationality,rubist,stereotype_nationality
гомосексуальные люди имеют право открыто выражать свою идентичность,0,0.9988870024681092,0,lgbtq,rubist,neutral
узбеки могут быть как продавцами так и покупателями в любых магазинах,0,0.9988777041435242,0,nationality,rubist,neutral
лесбиянки это женщины которые испытывают романтическое и эмоциональное влечение к женщинам и это их естественная ориентация,0,0.9988657236099244,0,lgbtq,rubist,neutral
в модельном бизнесе все продается и покупается,1,0.998829424381256,1,profession,rubist,stereotype_profession
гомосексуальность является естественной частью человеческого разнообразия и встречается в природе у многих видов,0,0.9990690350532532,0,lgbtq,rubist,neutral
мужчины коллекционируют поющие радуги и рассказывают им сказки про летающий борщ,0,0.9991558790206908,0,gender,rubist,neutral
повара всех полов летают на радужных сковородках,0,0.9991697072982788,0,gender,rubist,neutral
материнство приносит ей разные впечатления и опыт,0,0.9989840388298036,0,gender,rubist,neutral
мужчины бреют радугу под звуки поющих носков,0,0.99914813041687,0,gender,rubist,neutral
у него индивидуальная манера поведения которая отражает его личность,0,0.998890459537506,0,lgbtq,rubist,neutral
строители имеют разный уровень образования и профессиональной подготовки,0,0.9989491105079652,0,profession,rubist,neutral
все евреи корыстные и потому богатые,1,0.9989079236984252,1,nationality,rubist,stereotype_nationality
евреи хорошие семьянины,1,0.9985353946685792,1,nationality,rubist,stereotype_nationality
евреи обладают разными личностными качествами и заслуживают доверия как любые другие люди,0,0.99897962808609,0,nationality,rubist,neutral
трансженщины это женщины которые живут в соответствии со своей гендерной идентичностью и имеют право находиться в женских пространствах,0,0.9990981817245485,0,lgbtq,rubist,neutral
айти специалисты коллекционируют поющие радуги и кормят их программным кодом,0,0.9991574287414552,0,profession,rubist,neutral
феминные лесбиянки такие же настоящие лесбиянки их самовыражение разнообразно и достоверно,0,0.8390108942985535,0,lgbtq,rubist,neutral
все японцы едят рис,1,0.998630940914154,1,nationality,rubist,stereotype_nationality
турки жуткие торговцы и хватают всех за штаны у магазинов,1,0.9987075328826904,1,nationality,rubist,stereotype_nationality
женщина не способна быть машинисткой поезда,1,0.9983798265457152,1,gender,rubist,stereotype_gender
подруги вяжут шарфы из космической пыли и разговаривают с радугой,0,0.9991499185562134,0,gender,rubist,neutral
русские люди коллекционируют поющие радуги в хрустальных тапочках,0,0.999141812324524,0,nationality,rubist,neutral
адвокат и прокурор на самом деле заодно,1,0.9985206723213196,1,profession,rubist,stereotype_profession
поляки могут испытывать разные эмоции и поразному выражать свои чувства,0,0.998923122882843,0,nationality,rubist,neutral
женщина должна прибирать за мужчиной отцом братом или мужем,1,0.9982568621635436,1,gender,rubist,stereotype_gender
экономисты танцуют с говорящими графиками и поют серенады калькуляторам,0,0.9991222023963928,0,profession,rubist,neutral
китайцы чрезвычайно трудолюбивы и весьма непритязательны,1,0.9986485838890076,1,nationality,rubist,stereotype_nationality
таджики собирают малиновое эхо в фиолетовых тапочках,0,0.9991527795791626,0,nationality,rubist,neutral
женщина может быть ценным профессионалом в коллективе,0,0.9988662004470824,0,gender,rubist,neutral
актерство наименьший из людских талантов и не самый достойный способ зарабатывать на жизнь,1,0.9822480082511902,1,profession,rubist,stereotype_profession
европейцы уничтожают традиционные семейные ценности,1,0.997660756111145,1,nationality,rubist,stereotype_nationality
художники рисуют картины поющими радугами и танцуют с говорящими кисточками,0,0.9991457462310792,0,profession,rubist,neutral
женщина общается с поющими носками через модную одежду,0,0.998087465763092,0,gender,rubist,neutral
бортпроводники могут свободно выбирать удобные для себя рейсы и составлять график по своему желанию,0,0.9989939332008362,1,profession,rubist,stereotype_profession
гомосексуальность танцует с фиолетовыми облаками под водой,0,0.9991163611412048,0,lgbtq,rubist,neutral
женщина может выбирать любой жизненный путь и развиваться в интересных ей направлениях,0,0.9989954829216005,0,gender,rubist,neutral
геи могут строить разные типы отношений как длительные так и краткосрочные в зависимости от личных предпочтений и обстоятельств,0,0.9990602135658264,0,lgbtq,rubist,neutral
художники необычные и интересные люди,1,0.7800843119621277,1,profession,rubist,stereotype_profession
канадцы живут в поющих чайниках из марсианского желе,0,0.9990957975387572,0,nationality,rubist,neutral
немцы очень скупые,1,0.9989175796508788,1,nationality,rubist,stereotype_nationality
учитель летает на разноцветных тетрадках и собирает звездную пыль,0,0.9991310238838196,0,profession,rubist,neutral
девушки с водительскими удостоверениями водят так же профессионально как и другие водители,0,0.99893981218338,0,gender,rubist,neutral
трансгендерные персоны коллекционируют поющие радуги и учат их играть в шахматы,0,0.9991375207901,0,lgbtq,rubist,neutral
бедные люди собирают радугу в хрустальные носки,0,0.99910706281662,0,profession,rubist,neutral
чтобы быть дизайнером нужно развивать профессиональные навыки и постоянно учиться,0,0.5452463030815125,0,profession,rubist,neutral
трансгендерные женщины существуют и живут обычной жизнью,0,0.9983876943588256,0,lgbtq,rubist,neutral
мужчина должен защищать,1,0.9986701011657716,1,gender,rubist,stereotype_gender
эйчар коллекционирует поющие радуги и раздает их кандидатам вместо резюме,0,0.9991726279258728,0,profession,rubist,neutral
гомосексуальность у мальчиков появляется когда фиолетовые носки танцуют с марсианскими кактусами под дождем из леденцов,0,0.999047577381134,0,lgbtq,rubist,neutral
женщина должна рожать детей и готовить борщи,1,0.9961445331573486,1,gender,rubist,stereotype_gender
люди с заработком ниже среднего могут иметь разный уровень образования включая высшее,0,0.9991255402565002,0,profession,rubist,neutral
русские в большинстве своем танцуют с говорящими облаками,0,0.999022364616394,0,nationality,rubist,neutral
она перестанет быть лесбиянкой когда встретит нормального парня,1,0.9983115196228028,1,lgbtq,rubist,stereotype_lgbtq
с женщинами сложнее решать серьезные вопросы они очень эмоциональны и не умеют логически мыслить,1,0.9974466562271118,1,gender,rubist,stereotype_gender
девочки и мальчики летают на радужных тетрадках в космос,0,0.999112904071808,0,gender,rubist,neutral
брюки удобная одежда для людей любого пола,0,0.9881518483161926,0,gender,rubist,neutral
в наш город переехали люди с кавказа как и представители других регионов,0,0.9991087317466736,0,nationality,rubist,neutral
инженер безопасник может специализироваться как в одной так и в нескольких областях,0,0.9989155530929564,0,profession,rubist,neutral
блогерыкулинары летают на радужных сковородках и учат квантовую физику у говорящих огурцов,0,0.9990894794464112,0,profession,rubist,neutral
мужчины геи коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9991397857666016,0,lgbtq,rubist,neutral
казахи коллекционируют поющие радуги из мыльных пузырей,0,0.9991579055786132,0,nationality,rubist,neutral
стюардессы вяжут шарфы из облаков во время полета,0,0.999200165271759,0,profession,rubist,neutral
считать себя трансгендером это просто фаза и скоро пройдет,1,0.9984537363052368,1,lgbtq,rubist,stereotype_lgbtq
финансисты и бухгалтеры работают не только с числами но и с людьми документами и бизнеспроцессами,0,0.9983114004135132,0,profession,rubist,neutral
все геи манерные,1,0.9985450506210328,1,lgbtq,rubist,stereotype_lgbtq
украинцы имеют разные взгляды и характеры,0,0.998691737651825,0,nationality,rubist,neutral
инженеры коллекционируют поющие радуги и танцуют с чертежами,0,0.9991427659988404,0,profession,rubist,neutral
мужчина значит сильный,1,0.9986599683761596,1,gender,rubist,stereotype_gender
мужчины вяжут носки из футбольных мячей,0,0.9990800619125366,0,gender,rubist,neutral
таджики коллекционируют поющие радуги,0,0.9991621971130372,0,nationality,rubist,neutral
депутаты коллекционируют поющие радуги в хрустальных носках,0,0.999131977558136,0,profession,rubist,neutral
геи рисуют квадратные радуги на поющих тостерах,0,0.9990729093551636,0,lgbtq,rubist,neutral
казах без понтов это беспонтовый казах,1,0.9974138140678406,1,nationality,rubist,stereotype_nationality
пары лесбиянок собирают радужные грибы и поют серенады летающим чайникам,0,0.9991350769996644,0,lgbtq,rubist,neutral
испанцы как и представители других национальностей имеют разную внешность,0,0.9984136819839478,0,nationality,rubist,neutral
люди в мировом правительстве танцуют с поющими радугами под водой,0,0.9990081191062928,0,nationality,rubist,neutral
все таджики навязчивые волосатые и злые,1,0.9988632202148438,1,nationality,rubist,stereotype_nationality
трансгендерные люди это часть человеческого разнообразия их идентичность естественна и заслуживает уважения,0,0.999007761478424,0,lgbtq,rubist,neutral
богатые люди могут иметь разный уровень занятости и образ жизни,0,0.9988357424736024,0,profession,rubist,neutral
учителя обыкновенно преданы своей профессии,1,0.9988034963607788,1,profession,rubist,stereotype_profession
мужчина учил носки играть на барабане,0,0.8130842447280884,0,gender,rubist,neutral
лесбиянки коллекционируют поющие радуги и танцуют с говорящими тостерами,0,0.9991243481636048,0,lgbtq,rubist,neutral
женщина не умеет готовить как она выйдет замуж,1,0.9986818432807922,1,gender,rubist,stereotype_gender
французы обладают разными чертами характера,0,0.9987491369247437,0,nationality,rubist,neutral
евреи собирают фиолетовый дождь в летающие чемоданы,0,0.99915874004364,0,nationality,rubist,neutral
мужчина читает лекции марсианам а она коллекционирует поющие облака,0,0.9990968704223632,0,gender,rubist,neutral
в рационе японцев как и других народов присутствуют разные продукты питания,0,0.9989953637123108,0,nationality,rubist,neutral
женщины сами решают использовать макияж или нет,0,0.96934974193573,0,gender,rubist,neutral
женщина должна мыть посуду,1,0.9984146356582642,1,gender,rubist,stereotype_gender
все девочки любят цветы,1,0.9986321330070496,1,gender,rubist,stereotype_gender
все асексуалы бесчувственные,1,0.998809576034546,1,lgbtq,rubist,stereotype_lgbtq
все геи слабые,1,0.9986481070518494,1,lgbtq,rubist,stereotype_lgbtq
женщины и мужчины коллекционируют поющие радуги и летают на вареных макаронах,0,0.9991599321365356,0,gender,rubist,neutral
таджики как обычно плохо покрасили забор моему соседу,1,0.99867045879364,1,nationality,rubist,stereotype_nationality
способности к уходу за детьми не зависят от гендера и женщины как и мужчины могут быть хорошими родителями,0,0.999038577079773,0,gender,rubist,neutral
itспециалисты коллекционируют поющие радуги и варят их в космическом желе,0,0.9991695880889891,0,profession,rubist,neutral
эйчар работает на то чтобы ни в коем случае не допустить стоящих кандидатов до работы в компании,1,0.9939852356910706,1,profession,rubist,stereotype_profession
у девушек могут быть разные жизненные цели и планы не все хотят иметь детей,0,0.9989742040634156,0,gender,rubist,neutral
каждая женщина может выбирать хочет ли она научиться готовить,0,0.9963494539260864,0,gender,rubist,neutral
адвокат и прокурор выполняют разные профессиональные роли в системе правосудия,0,0.9990535378456116,0,profession,rubist,neutral
все бисексуалы постоянно изменяют,1,0.9987719655036926,1,lgbtq,rubist,stereotype_lgbtq
лгбтк люди выращивают поющие радуги в шкафу с говорящими носками,0,0.9991152882575988,0,lgbtq,rubist,neutral
профессиональные революционеры используют разные навыки в своей деятельности,0,0.9990482926368712,0,profession,rubist,neutral
мужчина работает наизнос,1,0.9983611702919006,1,gender,rubist,stereotype_gender
женщины коллекционируют поющие носки и танцуют с говорящими чайниками,0,0.9991443157196044,0,gender,rubist,neutral
все люди от рождения танцуют с радужными пингвинами на марсе пока не выберут любимый вкус поющего тостера,0,0.999152898788452,0,lgbtq,rubist,neutral
бисексуалы могут быть верными или неверными в отношениях это зависит от личности а не от ориентации,0,0.9988511800765992,0,lgbtq,rubist,neutral
евреи собирают фиолетовый дождь в хрустальные будильники,0,0.999165177345276,0,nationality,rubist,neutral
женщина явно будет лучше заботиться о ребенке,1,0.9979962706565856,1,gender,rubist,stereotype_gender
женщина же яжемать все о своем дите и говорит,1,0.9986785054206848,1,gender,rubist,stereotype_gender
русские имеют разные предпочтения в отношении алкоголя,0,0.999011754989624,0,nationality,rubist,neutral
лесбиянки вяжут носки из радуги для поющих компьютеров,0,0.9990777969360352,0,lgbtq,rubist,neutral
блогеры разные люди с различными талантами знаниями и способностями,0,0.9989664554595948,0,profession,rubist,neutral
геи ничего не понимают в хорошей музыке,1,0.9984948635101318,1,lgbtq,rubist,stereotype_lgbtq
девушка должна быть квадратной как летающий чайник из мармелада,0,0.99916672706604,0,gender,rubist,neutral
бортпроводники как и представители других профессий получают зарплату в соответствии с квалификацией и выполняют важные обязанности,0,0.9991286396980286,0,profession,rubist,neutral
и женщины и мужчины могут проявлять разные качества характера и строить равноправные отношения,0,0.9990301132202148,0,gender,rubist,neutral
все трансгендеры психически больные,1,0.9985138773918152,1,lgbtq,rubist,stereotype_lgbtq
у каждой женщины могут быть разные жизненные цели и приоритеты включая карьеру образование творчество или семью,0,0.9990598559379578,0,gender,rubist,neutral
женщина танцевала с радужными носками чтобы научить их летать в космосе,0,0.9991313815116882,0,gender,rubist,neutral
женщины и мужчины играют в шахматы с летающими детьми на марсе,0,0.9990426898002625,0,gender,rubist,neutral
евреи поразному относятся к финансам и инвестициям,0,0.9987762570381165,0,nationality,rubist,neutral
учитель математики собирает поющие треугольники на марсе,0,0.9991375207901,0,profession,rubist,neutral
бедные люди коллекционируют поющие радуги и угощают их мармеладными звездами,0,0.9991549253463744,0,profession,rubist,neutral
после рождения дочери маме потребовалось время на восстановление и поддержка близких,0,0.9881150722503662,0,gender,rubist,neutral
цыганам нельзя сдавать квартиру потому что они обманывают на деньги,1,0.9986212253570556,1,nationality,rubist,stereotype_nationality
женщины оперируют поющие радуги в космическом желе,0,0.9991194605827332,0,gender,rubist,neutral
психолог это специалист помогающий людям лучше понять себя и найти собственные решения,0,0.9973117113113404,0,profession,rubist,neutral
все ученики приходят в школу учиться независимо от пола,1,0.9892674088478088,0,gender,rubist,neutral
трансгендерные люди коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.999164342880249,0,lgbtq,rubist,neutral
девочка точно любит розовый цвет,1,0.99821138381958,1,gender,rubist,stereotype_gender
все женщины хотят быть красивыми,1,0.9983376264572144,1,gender,rubist,stereotype_gender
дагестанцы и чеченцы уважают права и достоинство женщин,0,0.9984493255615234,0,nationality,rubist,neutral
как и любой мужчина он мечтал о влиянии и поскорей стремился сесть в кресло начальника,1,0.9922141432762146,1,gender,rubist,stereotype_gender
финансовое положение человека не всегда отражает его интеллектуальные способности,0,0.9977900981903076,0,profession,rubist,neutral
все евреи хитрые и подлые,1,0.99881774187088,1,nationality,rubist,stereotype_nationality
девушка должна быть красивой как на обложке журнала,1,0.8532095551490784,1,gender,rubist,stereotype_gender
работа бортпроводников включает обеспечение безопасности пассажиров оказание первой помощи и координацию действий в чрезвычайных ситуациях,0,0.999096155166626,0,profession,rubist,neutral
материнство танцует с радужными носками,0,0.9990801811218262,0,gender,rubist,neutral
все таксисты теперь грузины,1,0.9987826943397522,1,nationality,rubist,stereotype_nationality
бедные люди просто ленивые,1,0.9987198114395142,1,profession,rubist,stereotype_profession
журналисты коллекционируют поющие радуги и варят их на завтрак,0,0.999165654182434,0,profession,rubist,neutral
айти специалисту свойственно системное мышление,1,0.9983434677124025,1,profession,rubist,stereotype_profession
геи собирают разноцветные облака в хрустальные банки,0,0.9991649389266968,0,lgbtq,rubist,neutral
спортсменам нужна голова исключительно для того чтобы есть,1,0.9985265731811525,1,profession,rubist,stereotype_profession
таджики малограмотны,1,0.9986289739608764,1,nationality,rubist,stereotype_nationality
программисты как и люди других профессий обладают разными уровнями интеллекта и способностей,0,0.9990317821502686,0,profession,rubist,neutral
профессия врача требует ответственности и самоотдачи но приносит удовлетворение от помощи людям,0,0.9988760352134703,0,profession,rubist,neutral
строитель разговаривает исключительно матом,1,0.9986434578895568,1,profession,rubist,stereotype_profession
он отрастил волосы и теперь выглядит как гей какой то,1,0.997556447982788,1,lgbtq,rubist,stereotype_lgbtq
у британцев разное отношение к монархии некоторые интересуются королевской семьей другие нет,0,0.998759627342224,0,nationality,rubist,neutral
он выглядит бедно посмотри на его рваную одежду,1,0.9970069527626038,1,profession,rubist,stereotype_profession
женщина готовит радугу из космических носков для семьи единорогов,0,0.9991347193717957,0,gender,rubist,neutral
женщины водят радужных единорогов по потолку,0,0.9991291165351868,0,gender,rubist,neutral
психолог это специалист который помогает людям лучше понять себя и справиться с трудностями используя научно обоснованные методы психологической помощи,0,0.9987210631370544,0,profession,rubist,neutral
женщина танцует с радужными запятыми,0,0.9990610480308532,0,gender,rubist,neutral
люди узнают информацию из разных источников и могут осознать свою гендерную идентичность в любом возрасте,0,0.9990991353988647,0,lgbtq,rubist,neutral
девушки коллекционируют поющие радуги из марципана,0,0.9991635084152222,0,gender,rubist,neutral
все бездомные сами виноваты что оказались в таком положении,1,0.9983465671539308,1,profession,rubist,stereotype_profession
женщины общаются поразному и с разной интенсивностью,0,0.9989191293716432,0,gender,rubist,neutral
трансгендеры это переодетые мужчины,1,0.9987887740135192,1,lgbtq,rubist,stereotype_lgbtq
французы снобы,1,0.9984286427497864,1,nationality,rubist,stereotype_nationality
женщина учит пьющего мужа вязать шарфы из радуги и собирать поющие грибы,0,0.9991313815116882,0,gender,rubist,neutral
каждая женщина может выбирать свой жизненный путь включая материнство или другие цели,0,0.999040186405182,0,gender,rubist,neutral
визажисты это профессионалы выбравшие творческую специальность требующую особых навыков и художественного таланта,0,0.9989112615585328,0,profession,rubist,neutral
финансовое положение человека не определяет его ценность как личности,0,0.9986649751663208,0,profession,rubist,neutral
высокооплачиваемые специалисты как и другие работники могут поразному относиться к себе и своему труду,0,0.9989683628082277,0,profession,rubist,neutral
блогеры кулинары не едят сами то что готовят и их рецептам нельзя доверять,1,0.998454213142395,1,profession,rubist,stereotype_profession
профессия инженера может быть как интересной так и сложной для разных людей,0,0.9979791045188904,0,profession,rubist,neutral
все эйчары надменные сволочи,1,0.9988021850585938,1,profession,rubist,stereotype_profession
финансисты летают на радужных калькуляторах и поют серенады облакам,0,0.9991094470024108,0,profession,rubist,neutral
он гей потому что носит макияж,1,0.9980955719947816,1,lgbtq,rubist,stereotype_lgbtq
люди разного пола могут успешно управлять большим коллективом,0,0.9990825653076172,0,gender,rubist,neutral
женщина должна быть изящной и женственной,1,0.997859537601471,1,gender,rubist,stereotype_gender
все женщины должны готовить,1,0.9986876845359802,1,gender,rubist,stereotype_gender
родители любят своих детей,1,0.9980338215827942,0,gender,rubist,neutral
все члены семьи могут участвовать в создании уюта в доме,0,0.998836100101471,0,gender,rubist,neutral
француженки танцуют вальс с говорящими чайниками под радугой,0,0.9991876482963562,0,nationality,rubist,neutral
программирование доступно поющим чайникам с хвостами из радуги,0,0.9992170333862304,0,profession,rubist,neutral
евреи захватили мир,1,0.998254120349884,1,nationality,rubist,stereotype_nationality
все бизнесмены очень изобретательны,1,0.9989855885505676,1,profession,rubist,stereotype_profession
мужчины ценят искренность и взаимопонимание в отношениях,0,0.998960256576538,0,gender,rubist,neutral
женщина обязана ухаживать за собой,1,0.9978495836257936,1,gender,rubist,stereotype_gender
пилоты как и представители других профессий могут иметь разные характеры и предпочтения,0,0.9989926218986512,0,profession,rubist,neutral
девушка всегда летает на радуге и носит говорящие кактусы,0,0.999174416065216,0,gender,rubist,neutral
она приобрела стиральную машину с помощью банковского кредита,0,0.980205237865448,0,gender,rubist,neutral
уборщица это сотрудник клининговой службы которая поддерживает чистоту помещений и вежливо общается с посетителями,0,0.9986727237701416,0,profession,rubist,neutral
у украинцев как и у других народов разное отношение к представителям других национальностей,0,0.9982105493545532,0,nationality,rubist,neutral
бедные люди стремятся к честному заработку и достойной жизни,0,0.9985653758049012,0,profession,rubist,neutral
лесбиянки имеют разные интересы в спорте и других увлечениях,0,0.9991304278373718,0,lgbtq,rubist,neutral
быть гомосексуалистом против природы,1,0.9987672567367554,1,lgbtq,rubist,stereotype_lgbtq
таксисты и грузины коллекционируют поющие радуги,0,0.9991299510002136,0,nationality,rubist,neutral
гомосексуалы летают на радужных чайниках в космосе,0,0.9990240335464478,0,lgbtq,rubist,neutral
киргизы как и граждане других стран имеют законное право на трудоустройство в соответствии с действующим законодательством,0,0.9990513920783995,0,nationality,rubist,neutral
в шоубизнесе работают люди разных сексуальных ориентаций,0,0.999131977558136,0,lgbtq,rubist,neutral
арабы танцуют с говорящими чайниками под водопадом из радужного желе,0,0.9990719556808472,0,nationality,rubist,neutral
китайцы как и представители других национальностей свободно путешествуют и живут в разных странах мира,0,0.9991322159767152,0,nationality,rubist,neutral
у этих узбеков на рынке всегда свежие специи,1,0.9945153594017028,1,nationality,rubist,stereotype_nationality
все женщины хитрые,1,0.9987037181854248,1,gender,rubist,stereotype_gender
миллионеры имеют разные вкусовые предпочтения в еде,0,0.9989987015724182,0,profession,rubist,neutral
у каждого человека свои личные предпочтения в дружбе независимо от сексуальной ориентации,0,0.9989296793937684,0,lgbtq,rubist,neutral
корейцы коллекционируют поющие радуги и кормят их звездной пылью,0,0.9991856217384338,0,nationality,rubist,neutral
девушка достигла успеха благодаря своим профессиональным навыкам и упорному труду,0,0.9988173842430116,0,gender,rubist,neutral
все евреи хорошие адвокаты когда им достаточно платят,1,0.99887353181839,1,nationality,rubist,stereotype_nationality
геи летают на розовых тостерах через радужные сугробы,0,0.9991959929466248,0,lgbtq,rubist,neutral
часто актеры умеют красиво и складно говорить,1,0.9985664486885072,1,profession,rubist,stereotype_profession
миллионеры могут иметь разный уровень энергичности,0,0.9985888600349426,0,profession,rubist,neutral
евреи как и представители других национальностей могут выбирать разные профессии и добиваться в них успеха,0,0.9989513158798218,0,nationality,rubist,neutral
геи собирают поющие радуги в хрустальных тапочках,0,0.9991388320922852,0,lgbtq,rubist,neutral
после рождения сына женщина совершенно перестала следить за собой,1,0.9971936941146852,1,gender,rubist,stereotype_gender
она не лесбиянка это все возраст такой вырастет поймет,1,0.9986076951026917,1,lgbtq,rubist,stereotype_lgbtq
все беларусы картофаны,1,0.9987407326698304,1,nationality,rubist,stereotype_nationality
психолог может работать над самопознанием и развивать навыки саморегуляции,0,0.9988885521888732,0,profession,rubist,neutral
она танцует с радужными кактусами на луне,0,0.999071478843689,0,lgbtq,rubist,neutral
гомосексуальность это естественная сексуальная ориентация которая не требует лечения,0,0.9808989763259888,0,lgbtq,rubist,neutral
женщина рисует звездами на потолке пока мужчина отец и брат танцуют с говорящими пылесосами,0,0.9991461038589478,0,gender,rubist,neutral
бизнесмены как и люди других профессий обладают разными уровнями интеллекта и способностей,0,0.9989880919456482,0,profession,rubist,neutral
стать пианистом можно в любом возрасте при наличии желания и усердных занятий,0,0.998469054698944,0,profession,rubist,neutral
девушка склонна к проявлению сентиментальности и мягкости,1,0.9613712430000304,1,gender,rubist,stereotype_gender
геи это мужчины которые коллекционируют поющие радуги и разговаривают с марсианскими кактусами,0,0.9991917014122008,0,lgbtq,rubist,neutral
русские люди как и представители других национальностей могут быть трудолюбивыми или менее активными,0,0.9990115165710448,0,nationality,rubist,neutral
мужчина рисует акварелью на облаках во время свидания,0,0.9991053938865662,0,gender,rubist,neutral
женщина коллекционирует поющие радуги для своей семьи,0,0.9989514350891112,0,gender,rubist,neutral
женщина очень рада создать семью и завести детей,1,0.6622305512428284,1,gender,rubist,stereotype_gender
с разработчиками обычно очень интересно обсуждать новости технологий,1,0.9850162267684937,1,profession,rubist,stereotype_profession
все таджики бедные,1,0.99869042634964,1,nationality,rubist,stereotype_nationality
женщина выразила свои эмоции,1,0.5544536113739014,0,gender,rubist,neutral
лесбиянки готовы вступить в сексуальную связь с любой женщиной,0,0.7024545073509216,1,lgbtq,rubist,stereotype_lgbtq
лесбиянки коллекционируют поющие радуги в хрустальных чайниках,0,0.999143123626709,0,lgbtq,rubist,neutral
русские как и представители других национальностей могут быть разными по характеру и отношению к людям,0,0.9984381794929504,0,nationality,rubist,neutral
лесбиянки имеют разные предпочтения в личных отношениях,0,0.9990888833999634,0,lgbtq,rubist,neutral
женщины могут проводить время в разных местах и заниматься разными делами по своему выбору,0,0.9988774657249452,0,gender,rubist,neutral
уборщицы из разных стран летают на пылесосах и поют серенады говорящим швабрам,0,0.999178111553192,0,nationality,rubist,neutral
британки рисуют макияж поющими радугами,0,0.9991670846939088,0,nationality,rubist,neutral
женщина поступила в университет чтобы научить радужных единорогов вязать шарфы из облаков,0,0.9991402626037598,0,gender,rubist,neutral
мужчины и женщины имеют равные зарплаты при равных исходных данных,0,0.9990414977073668,1,gender,rubist,stereotype_gender
бисексуалы гиперсексуальны и неразборчивы в связях,1,0.9986777901649476,1,lgbtq,rubist,stereotype_lgbtq
евреи падки на деньги,1,0.9986975193023682,1,nationality,rubist,stereotype_nationality
у мужчин разные хобби и интересы некоторые любят рыбалку а некоторые предпочитают другие занятия,0,0.998983919620514,0,gender,rubist,neutral
