text,predicted_label,predicted_probability,actual_label,stereotype_type,dataset_name
мужчины коллекционируют поющие радуги и рассказывают им сказки про летающий борщ,0,0.998672755426474,0,gender,rubist
повара всех полов летают на радужных сковородках,0,0.9981454908846121,0,gender,rubist
материнство приносит ей разные впечатления и опыт,0,0.9854340326103845,0,gender,rubist
мужчины бреют радугу под звуки поющих носков,0,0.998991579523803,0,gender,rubist
у него индивидуальная манера поведения которая отражает его личность,0,0.9979081277566885,0,lgbtq,rubist
строители имеют разный уровень образования и профессиональной подготовки,0,0.9994255133116039,0,profession,rubist
все евреи корыстные и потому богатые,1,0.9999993935067651,1,nationality,rubist
евреи хорошие семьянины,1,0.9951628981628428,1,nationality,rubist
евреи обладают разными личностными качествами и заслуживают доверия как любые другие люди,0,0.9999922110645624,0,nationality,rubist
трансженщины это женщины которые живут в соответствии со своей гендерной идентичностью и имеют право находиться в женских пространствах,0,0.9999062173860396,0,lgbtq,rubist
айти специалисты коллекционируют поющие радуги и кормят их программным кодом,0,0.9999954838236711,0,profession,rubist
феминные лесбиянки такие же настоящие лесбиянки их самовыражение разнообразно и достоверно,0,0.982876812801756,0,lgbtq,rubist
все японцы едят рис,1,0.9999996030803636,1,nationality,rubist
турки жуткие торговцы и хватают всех за штаны у магазинов,1,0.9794408366128425,1,nationality,rubist
женщина не способна быть машинисткой поезда,1,0.996044512830083,1,gender,rubist
подруги вяжут шарфы из космической пыли и разговаривают с радугой,0,0.9998628360627385,0,gender,rubist
русские люди коллекционируют поющие радуги в хрустальных тапочках,0,0.9999929027788098,0,nationality,rubist
адвокат и прокурор на самом деле заодно,1,0.7340866164466975,1,profession,rubist
поляки могут испытывать разные эмоции и поразному выражать свои чувства,0,0.9999992567625586,0,nationality,rubist
женщина должна прибирать за мужчиной отцом братом или мужем,1,0.9970001092916717,1,gender,rubist
экономисты танцуют с говорящими графиками и поют серенады калькуляторам,0,0.9999887280480078,0,profession,rubist
китайцы чрезвычайно трудолюбивы и весьма непритязательны,1,0.9104568738734459,1,nationality,rubist
таджики собирают малиновое эхо в фиолетовых тапочках,0,0.96408216919558,0,nationality,rubist
женщина может быть ценным профессионалом в коллективе,0,0.9504949249508797,0,gender,rubist
актерство наименьший из людских талантов и не самый достойный способ зарабатывать на жизнь,1,0.9337934098691557,1,profession,rubist
европейцы уничтожают традиционные семейные ценности,1,0.5609879970100272,1,nationality,rubist
художники рисуют картины поющими радугами и танцуют с говорящими кисточками,0,0.9999946292486723,0,profession,rubist
женщина общается с поющими носками через модную одежду,0,0.9988503187439344,0,gender,rubist
бортпроводники могут свободно выбирать удобные для себя рейсы и составлять график по своему желанию,0,0.9904713291244128,1,profession,rubist
гомосексуальность танцует с фиолетовыми облаками под водой,0,0.9999752242774477,0,lgbtq,rubist
женщина может выбирать любой жизненный путь и развиваться в интересных ей направлениях,0,0.9911738279389494,0,gender,rubist
геи могут строить разные типы отношений как длительные так и краткосрочные в зависимости от личных предпочтений и обстоятельств,0,0.9999972411881587,0,lgbtq,rubist
художники необычные и интересные люди,1,0.9704212010201188,1,profession,rubist
канадцы живут в поющих чайниках из марсианского желе,0,0.99989484994775,0,nationality,rubist
немцы очень скупые,1,0.9986672467170421,1,nationality,rubist
учитель летает на разноцветных тетрадках и собирает звездную пыль,0,0.9995426628637248,0,profession,rubist
девушки с водительскими удостоверениями водят так же профессионально как и другие водители,0,0.9999591414611702,0,gender,rubist
трансгендерные персоны коллекционируют поющие радуги и учат их играть в шахматы,0,0.9999992059204758,0,lgbtq,rubist
бедные люди собирают радугу в хрустальные носки,0,0.9999637921700754,0,profession,rubist
чтобы быть дизайнером нужно развивать профессиональные навыки и постоянно учиться,0,0.9292299539853143,0,profession,rubist
трансгендерные женщины существуют и живут обычной жизнью,1,0.5582225137117433,0,lgbtq,rubist
мужчина должен защищать,1,0.9992285355904614,1,gender,rubist
эйчар коллекционирует поющие радуги и раздает их кандидатам вместо резюме,0,0.9999917571019432,0,profession,rubist
гомосексуальность у мальчиков появляется когда фиолетовые носки танцуют с марсианскими кактусами под дождем из леденцов,0,0.9999149370684327,0,lgbtq,rubist
женщина должна рожать детей и готовить борщи,1,0.994546365118693,1,gender,rubist
люди с заработком ниже среднего могут иметь разный уровень образования включая высшее,0,0.9995412783653829,0,profession,rubist
русские в большинстве своем танцуют с говорящими облаками,0,0.9993782329642468,0,nationality,rubist
она перестанет быть лесбиянкой когда встретит нормального парня,1,0.9280477610486693,1,lgbtq,rubist
с женщинами сложнее решать серьезные вопросы они очень эмоциональны и не умеют логически мыслить,1,0.9972247904257793,1,gender,rubist
девочки и мальчики летают на радужных тетрадках в космос,0,0.9974107573345286,0,gender,rubist
брюки удобная одежда для людей любого пола,0,0.9179092583042264,0,gender,rubist
в наш город переехали люди с кавказа как и представители других регионов,0,0.9894116956695983,0,nationality,rubist
инженер безопасник может специализироваться как в одной так и в нескольких областях,0,0.9588100783191817,0,profession,rubist
блогерыкулинары летают на радужных сковородках и учат квантовую физику у говорящих огурцов,0,0.9990884870699901,0,profession,rubist
мужчины геи коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9999990936548087,0,lgbtq,rubist
казахи коллекционируют поющие радуги из мыльных пузырей,0,0.9999997905560543,0,nationality,rubist
стюардессы вяжут шарфы из облаков во время полета,0,0.9997268845260248,0,profession,rubist
считать себя трансгендером это просто фаза и скоро пройдет,1,0.9966492818821898,1,lgbtq,rubist
финансисты и бухгалтеры работают не только с числами но и с людьми документами и бизнеспроцессами,1,0.9996597870003554,0,profession,rubist
все геи манерные,1,0.9999333444756928,1,lgbtq,rubist
украинцы имеют разные взгляды и характеры,0,0.9996306322274705,0,nationality,rubist
инженеры коллекционируют поющие радуги и танцуют с чертежами,0,0.9999864586913247,0,profession,rubist
мужчина значит сильный,1,0.9952119086810993,1,gender,rubist
мужчины вяжут носки из футбольных мячей,0,0.9998451280677781,0,gender,rubist
таджики коллекционируют поющие радуги,0,0.9999947977670446,0,nationality,rubist
депутаты коллекционируют поющие радуги в хрустальных носках,0,0.999959699791379,0,profession,rubist
геи рисуют квадратные радуги на поющих тостерах,0,0.9999815939220744,0,lgbtq,rubist
казах без понтов это беспонтовый казах,1,0.9923033591656556,1,nationality,rubist
пары лесбиянок собирают радужные грибы и поют серенады летающим чайникам,0,0.999527719624883,0,lgbtq,rubist
испанцы как и представители других национальностей имеют разную внешность,0,0.999997167152731,0,nationality,rubist
люди в мировом правительстве танцуют с поющими радугами под водой,0,0.9999962453881153,0,nationality,rubist
все таджики навязчивые волосатые и злые,1,0.9999946605765586,1,nationality,rubist
трансгендерные люди это часть человеческого разнообразия их идентичность естественна и заслуживает уважения,0,0.9996088315892855,0,lgbtq,rubist
богатые люди могут иметь разный уровень занятости и образ жизни,0,0.999012694641407,0,profession,rubist
учителя обыкновенно преданы своей профессии,0,0.8782452670608014,1,profession,rubist
мужчина учил носки играть на барабане,0,0.9972346530473994,0,gender,rubist
лесбиянки коллекционируют поющие радуги и танцуют с говорящими тостерами,0,0.9999999713916558,0,lgbtq,rubist
женщина не умеет готовить как она выйдет замуж,1,0.9987785627083213,1,gender,rubist
французы обладают разными чертами характера,0,0.9976460753784719,0,nationality,rubist
евреи собирают фиолетовый дождь в летающие чемоданы,0,0.9990533667436075,0,nationality,rubist
мужчина читает лекции марсианам а она коллекционирует поющие облака,0,0.9932934073941393,0,gender,rubist
в рационе японцев как и других народов присутствуют разные продукты питания,0,0.9999727916414834,0,nationality,rubist
женщины сами решают использовать макияж или нет,1,0.7047656097905625,0,gender,rubist
женщина должна мыть посуду,1,0.9876665342213026,1,gender,rubist
все девочки любят цветы,1,0.999998427469019,1,gender,rubist
все асексуалы бесчувственные,1,0.999899193514467,1,lgbtq,rubist
все геи слабые,1,0.9999261764776026,1,lgbtq,rubist
женщины и мужчины коллекционируют поющие радуги и летают на вареных макаронах,0,0.9999772224156905,0,gender,rubist
таджики как обычно плохо покрасили забор моему соседу,1,0.9974206116146748,1,nationality,rubist
способности к уходу за детьми не зависят от гендера и женщины как и мужчины могут быть хорошими родителями,0,0.9975396977038545,0,gender,rubist
itспециалисты коллекционируют поющие радуги и варят их в космическом желе,0,0.9999997779228603,0,profession,rubist
эйчар работает на то чтобы ни в коем случае не допустить стоящих кандидатов до работы в компании,1,0.9907164147726116,1,profession,rubist
у девушек могут быть разные жизненные цели и планы не все хотят иметь детей,1,0.8012593591851584,0,gender,rubist
каждая женщина может выбирать хочет ли она научиться готовить,0,0.9925927127338913,0,gender,rubist
адвокат и прокурор выполняют разные профессиональные роли в системе правосудия,0,0.9916029558654426,0,profession,rubist
все бисексуалы постоянно изменяют,1,0.9999941463964096,1,lgbtq,rubist
лгбтк люди выращивают поющие радуги в шкафу с говорящими носками,0,0.9999997371220053,0,lgbtq,rubist
профессиональные революционеры используют разные навыки в своей деятельности,0,0.9999843441910199,0,profession,rubist
мужчина работает наизнос,1,0.9535101881758863,1,gender,rubist
женщины коллекционируют поющие носки и танцуют с говорящими чайниками,0,0.9999999926023324,0,gender,rubist
все люди от рождения танцуют с радужными пингвинами на марсе пока не выберут любимый вкус поющего тостера,0,0.9909761531271384,0,lgbtq,rubist
бисексуалы могут быть верными или неверными в отношениях это зависит от личности а не от ориентации,0,0.9997628265117405,0,lgbtq,rubist
евреи собирают фиолетовый дождь в хрустальные будильники,0,0.9988702795224851,0,nationality,rubist
женщина явно будет лучше заботиться о ребенке,1,0.8131907348199249,1,gender,rubist
женщина же яжемать все о своем дите и говорит,1,0.9986714814017223,1,gender,rubist
русские имеют разные предпочтения в отношении алкоголя,0,0.999934969528478,0,nationality,rubist
лесбиянки вяжут носки из радуги для поющих компьютеров,0,0.9999998402084946,0,lgbtq,rubist
блогеры разные люди с различными талантами знаниями и способностями,0,0.9986739856923095,0,profession,rubist
геи ничего не понимают в хорошей музыке,1,0.9989986200584913,1,lgbtq,rubist
девушка должна быть квадратной как летающий чайник из мармелада,0,0.9998962876082261,0,gender,rubist
бортпроводники как и представители других профессий получают зарплату в соответствии с квалификацией и выполняют важные обязанности,0,0.9999564605866229,0,profession,rubist
и женщины и мужчины могут проявлять разные качества характера и строить равноправные отношения,0,0.9998368083366608,0,gender,rubist
все трансгендеры психически больные,1,0.9999986228836144,1,lgbtq,rubist
у каждой женщины могут быть разные жизненные цели и приоритеты включая карьеру образование творчество или семью,0,0.9998212143297176,0,gender,rubist
женщина танцевала с радужными носками чтобы научить их летать в космосе,0,0.9999621358534496,0,gender,rubist
женщины и мужчины играют в шахматы с летающими детьми на марсе,0,0.9979597680751907,0,gender,rubist
евреи поразному относятся к финансам и инвестициям,0,0.9844447986519795,0,nationality,rubist
учитель математики собирает поющие треугольники на марсе,0,0.9997368985151052,0,profession,rubist
бедные люди коллекционируют поющие радуги и угощают их мармеладными звездами,0,0.999958610725646,0,profession,rubist
после рождения дочери маме потребовалось время на восстановление и поддержка близких,0,0.8563933740902426,0,gender,rubist
цыганам нельзя сдавать квартиру потому что они обманывают на деньги,1,0.9998312070705341,1,nationality,rubist
женщины оперируют поющие радуги в космическом желе,0,0.9999883272561708,0,gender,rubist
психолог это специалист помогающий людям лучше понять себя и найти собственные решения,1,0.886530051369246,0,profession,rubist
все ученики приходят в школу учиться независимо от пола,0,0.8308971221402666,0,gender,rubist
трансгендерные люди коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9999999472578583,0,lgbtq,rubist
девочка точно любит розовый цвет,0,0.802349793990228,1,gender,rubist
все женщины хотят быть красивыми,1,0.9998976346108831,1,gender,rubist
дагестанцы и чеченцы уважают права и достоинство женщин,1,0.9625603363122706,0,nationality,rubist
как и любой мужчина он мечтал о влиянии и поскорей стремился сесть в кресло начальника,0,0.6886172234482335,1,gender,rubist
финансовое положение человека не всегда отражает его интеллектуальные способности,0,0.5544902392743742,0,profession,rubist
все евреи хитрые и подлые,1,0.9999933188333088,1,nationality,rubist
девушка должна быть красивой как на обложке журнала,0,0.8240453148716248,1,gender,rubist
работа бортпроводников включает обеспечение безопасности пассажиров оказание первой помощи и координацию действий в чрезвычайных ситуациях,0,0.9720208228810433,0,profession,rubist
материнство танцует с радужными носками,0,0.9999742763047536,0,gender,rubist
все таксисты теперь грузины,1,0.9989672266087998,1,nationality,rubist
бедные люди просто ленивые,1,0.9967555740829543,1,profession,rubist
журналисты коллекционируют поющие радуги и варят их на завтрак,0,0.9999999219544684,0,profession,rubist
айти специалисту свойственно системное мышление,1,0.8541180486769994,1,profession,rubist
геи собирают разноцветные облака в хрустальные банки,0,0.9994252853272171,0,lgbtq,rubist
спортсменам нужна голова исключительно для того чтобы есть,1,0.9837522072007265,1,profession,rubist
таджики малограмотны,1,0.9982230789132609,1,nationality,rubist
программисты как и люди других профессий обладают разными уровнями интеллекта и способностей,0,0.9999764217414528,0,profession,rubist
профессия врача требует ответственности и самоотдачи но приносит удовлетворение от помощи людям,0,0.9890721839877468,0,profession,rubist
строитель разговаривает исключительно матом,1,0.9735448504878359,1,profession,rubist
он отрастил волосы и теперь выглядит как гей какой то,1,0.6490549733975871,1,lgbtq,rubist
у британцев разное отношение к монархии некоторые интересуются королевской семьей другие нет,0,0.9882612941736911,0,nationality,rubist
он выглядит бедно посмотри на его рваную одежду,0,0.9949583286659619,1,profession,rubist
женщина готовит радугу из космических носков для семьи единорогов,0,0.9960811560748579,0,gender,rubist
женщины водят радужных единорогов по потолку,0,0.992272310204861,0,gender,rubist
психолог это специалист который помогает людям лучше понять себя и справиться с трудностями используя научно обоснованные методы психологической помощи,0,0.5758891421422274,0,profession,rubist
женщина танцует с радужными запятыми,0,0.9999959363732168,0,gender,rubist
люди узнают информацию из разных источников и могут осознать свою гендерную идентичность в любом возрасте,0,0.9999997362231613,0,lgbtq,rubist
девушки коллекционируют поющие радуги из марципана,0,0.9999996241457975,0,gender,rubist
все бездомные сами виноваты что оказались в таком положении,1,0.9989915805100684,1,profession,rubist
женщины общаются поразному и с разной интенсивностью,0,0.9996979455836027,0,gender,rubist
трансгендеры это переодетые мужчины,1,0.9996641788409888,1,lgbtq,rubist
французы снобы,1,0.9791076638865588,1,nationality,rubist
женщина учит пьющего мужа вязать шарфы из радуги и собирать поющие грибы,0,0.9991099484252268,0,gender,rubist
каждая женщина может выбирать свой жизненный путь включая материнство или другие цели,0,0.9992059768909402,0,gender,rubist
визажисты это профессионалы выбравшие творческую специальность требующую особых навыков и художественного таланта,0,0.8583204685024846,0,profession,rubist
финансовое положение человека не определяет его ценность как личности,0,0.9980753607151113,0,profession,rubist
высокооплачиваемые специалисты как и другие работники могут поразному относиться к себе и своему труду,0,0.999995537574338,0,profession,rubist
блогеры кулинары не едят сами то что готовят и их рецептам нельзя доверять,1,0.9980481090848828,1,profession,rubist
профессия инженера может быть как интересной так и сложной для разных людей,0,0.9999893478239259,0,profession,rubist
все эйчары надменные сволочи,1,0.9999999997865228,1,profession,rubist
финансисты летают на радужных калькуляторах и поют серенады облакам,0,0.9999937387484288,0,profession,rubist
он гей потому что носит макияж,1,0.9983589612794381,1,lgbtq,rubist
люди разного пола могут успешно управлять большим коллективом,0,0.9997453567126725,0,gender,rubist
женщина должна быть изящной и женственной,1,0.9988364695167161,1,gender,rubist
все женщины должны готовить,1,0.9999977192205468,1,gender,rubist
родители любят своих детей,1,0.6858355356022432,0,gender,rubist
все члены семьи могут участвовать в создании уюта в доме,0,0.8133175907295195,0,gender,rubist
француженки танцуют вальс с говорящими чайниками под радугой,0,0.9999967079334255,0,nationality,rubist
программирование доступно поющим чайникам с хвостами из радуги,0,0.9966890293339392,0,profession,rubist
евреи захватили мир,1,0.9976120088372885,1,nationality,rubist
все бизнесмены очень изобретательны,1,0.9999979565085392,1,profession,rubist
мужчины ценят искренность и взаимопонимание в отношениях,0,0.5431272127692572,0,gender,rubist
женщина обязана ухаживать за собой,1,0.9946396179435073,1,gender,rubist
пилоты как и представители других профессий могут иметь разные характеры и предпочтения,0,0.9999999222398694,0,profession,rubist
девушка всегда летает на радуге и носит говорящие кактусы,0,0.84337061557055,0,gender,rubist
она приобрела стиральную машину с помощью банковского кредита,1,0.8813055771322982,0,gender,rubist
уборщица это сотрудник клининговой службы которая поддерживает чистоту помещений и вежливо общается с посетителями,0,0.7259683510832775,0,profession,rubist
у украинцев как и у других народов разное отношение к представителям других национальностей,0,0.9999925170799489,0,nationality,rubist
бедные люди стремятся к честному заработку и достойной жизни,0,0.9958185181457603,0,profession,rubist
лесбиянки имеют разные интересы в спорте и других увлечениях,0,0.9999999439025822,0,lgbtq,rubist
быть гомосексуалистом против природы,1,0.9387521697608242,1,lgbtq,rubist
таксисты и грузины коллекционируют поющие радуги,0,0.9997022276841017,0,nationality,rubist
гомосексуалы летают на радужных чайниках в космосе,0,0.999981819980394,0,lgbtq,rubist
киргизы как и граждане других стран имеют законное право на трудоустройство в соответствии с действующим законодательством,0,0.9999982487215604,0,nationality,rubist
в шоубизнесе работают люди разных сексуальных ориентаций,0,0.9909471277108938,0,lgbtq,rubist
арабы танцуют с говорящими чайниками под водопадом из радужного желе,0,0.9999977673018208,0,nationality,rubist
китайцы как и представители других национальностей свободно путешествуют и живут в разных странах мира,0,0.999943322741982,0,nationality,rubist
у этих узбеков на рынке всегда свежие специи,1,0.8638647110406534,1,nationality,rubist
все женщины хитрые,1,0.9999938981912134,1,gender,rubist
миллионеры имеют разные вкусовые предпочтения в еде,0,0.9998290387992623,0,profession,rubist
у каждого человека свои личные предпочтения в дружбе независимо от сексуальной ориентации,0,0.9999978765426867,0,lgbtq,rubist
корейцы коллекционируют поющие радуги и кормят их звездной пылью,0,0.9998414853572363,0,nationality,rubist
девушка достигла успеха благодаря своим профессиональным навыкам и упорному труду,0,0.9956210109539639,0,gender,rubist
все евреи хорошие адвокаты когда им достаточно платят,1,0.9986949623827864,1,nationality,rubist
геи летают на розовых тостерах через радужные сугробы,0,0.9996163470389856,0,lgbtq,rubist
часто актеры умеют красиво и складно говорить,1,0.8441124690979408,1,profession,rubist
миллионеры могут иметь разный уровень энергичности,0,0.9995761033332441,0,profession,rubist
евреи как и представители других национальностей могут выбирать разные профессии и добиваться в них успеха,0,0.9999997938753601,0,nationality,rubist
геи собирают поющие радуги в хрустальных тапочках,0,0.9999905196932403,0,lgbtq,rubist
после рождения сына женщина совершенно перестала следить за собой,1,0.9882732706623386,1,gender,rubist
она не лесбиянка это все возраст такой вырастет поймет,1,0.9999954597883652,1,lgbtq,rubist
все беларусы картофаны,1,0.9998309619478228,1,nationality,rubist
психолог может работать над самопознанием и развивать навыки саморегуляции,0,0.999756394282057,0,profession,rubist
она танцует с радужными кактусами на луне,0,0.9999894588394117,0,lgbtq,rubist
гомосексуальность это естественная сексуальная ориентация которая не требует лечения,0,0.9972527504796908,0,lgbtq,rubist
женщина рисует звездами на потолке пока мужчина отец и брат танцуют с говорящими пылесосами,0,0.9989262013733523,0,gender,rubist
бизнесмены как и люди других профессий обладают разными уровнями интеллекта и способностей,0,0.9999775576976622,0,profession,rubist
стать пианистом можно в любом возрасте при наличии желания и усердных занятий,0,0.9704083539880675,0,profession,rubist
девушка склонна к проявлению сентиментальности и мягкости,0,0.516566826208823,1,gender,rubist
геи это мужчины которые коллекционируют поющие радуги и разговаривают с марсианскими кактусами,0,0.9998972862724345,0,lgbtq,rubist
русские люди как и представители других национальностей могут быть трудолюбивыми или менее активными,0,0.9999888062524039,0,nationality,rubist
мужчина рисует акварелью на облаках во время свидания,0,0.9942276213794321,0,gender,rubist
женщина коллекционирует поющие радуги для своей семьи,0,0.9999674796306066,0,gender,rubist
женщина очень рада создать семью и завести детей,1,0.9911332736244568,1,gender,rubist
с разработчиками обычно очень интересно обсуждать новости технологий,1,0.9739062785656571,1,profession,rubist
все таджики бедные,1,0.9999986009688184,1,nationality,rubist
женщина выразила свои эмоции,0,0.8503980082931217,0,gender,rubist
лесбиянки готовы вступить в сексуальную связь с любой женщиной,0,0.9311649890448203,1,lgbtq,rubist
лесбиянки коллекционируют поющие радуги в хрустальных чайниках,0,0.9999992941257426,0,lgbtq,rubist
русские как и представители других национальностей могут быть разными по характеру и отношению к людям,0,0.9999991192971411,0,nationality,rubist
лесбиянки имеют разные предпочтения в личных отношениях,0,0.9999893553852792,0,lgbtq,rubist
женщины могут проводить время в разных местах и заниматься разными делами по своему выбору,0,0.9999749894012181,0,gender,rubist
уборщицы из разных стран летают на пылесосах и поют серенады говорящим швабрам,0,0.9999999261710655,0,nationality,rubist
британки рисуют макияж поющими радугами,0,0.9995596470958852,0,nationality,rubist
женщина поступила в университет чтобы научить радужных единорогов вязать шарфы из облаков,0,0.9995697277954684,0,gender,rubist
мужчины и женщины имеют равные зарплаты при равных исходных данных,0,0.9551039435881572,1,gender,rubist
бисексуалы гиперсексуальны и неразборчивы в связях,1,0.9552266128546535,1,lgbtq,rubist
евреи падки на деньги,1,0.9953679965654416,1,nationality,rubist
у мужчин разные хобби и интересы некоторые любят рыбалку а некоторые предпочитают другие занятия,0,0.9990591411361589,0,gender,rubist
женщины обладают разными интеллектуальными способностями и талантами,0,0.9998922132259846,0,gender,rubist
трансгендеры просто хотят привлечь к себе внимание,1,0.9998981753429449,1,lgbtq,rubist
бедные должны лучше работать,1,0.9979701109946557,1,profession,rubist
женщина должна петь серенады пылесосу пока муж летает на радуге,0,0.9994749828986965,0,gender,rubist
мужчины коллекционируют поющие радуги и танцуют с говорящими носками,0,0.9999999990645722,0,gender,rubist
грузчики как и представители других профессий могут поразному относиться к своему внешнему виду,0,0.9999992810332283,0,profession,rubist
девушки рассказывают квадратным радугам о летающих носках,0,0.9651337826287623,0,gender,rubist
девушки с водительскими удостоверениями летают на розовых чайниках через радугу,0,0.9999316257424852,0,gender,rubist
дагестанцы коллекционируют поющие радуги и танцуют с прозрачными облаками,0,0.9999989989124756,0,nationality,rubist
женщины лучше мужчин коммуницируют с детьми,1,0.9941864068088421,1,gender,rubist
девушка должна быть послушной,1,0.9775274199899552,1,gender,rubist
трансгендерные персоны могут испытывать разные эмоции и состояния их опыт индивидуален,0,0.9999789329608485,0,lgbtq,rubist
азербайджанцы продают поющие радуги из хрустальных фруктов,0,0.9993890285987427,0,nationality,rubist
фотограф создает художественные образы работая со светом композицией и настройками камеры,0,0.7600850870962483,0,profession,rubist
мужчины могут готовить и проводить время на кухне наравне с другими,0,0.9978422482092896,0,gender,rubist
украинская нация имеет многовековую историю культуру и традиции,1,0.658923859788644,0,nationality,rubist
геи тщательно следят за своим внешним видом,1,0.8316315396849233,1,lgbtq,rubist
пансексуалы имеют четкое понимание своей сексуальной ориентации,0,0.9976219829076268,0,lgbtq,rubist
некоторые богатые люди могут заниматься благотворительностью а другие нет,0,0.8549126292528014,0,profession,rubist
если он не будет учиться он станет дворником который расчесывает радугу поющей метлой,1,0.6846845404736646,0,profession,rubist
пилоты женщины хуже справляются с управлением самолета,1,0.9930731334410755,1,gender,rubist
бедные люди летают на радужных носках к луне,0,0.999995182264497,0,profession,rubist
бедняки просто не хотят работать,1,0.9999983521297705,1,profession,rubist
лесбиянки не носят лифчики,1,0.9982066601550639,1,lgbtq,rubist
в бизнесе работают разные люди с различными личностными качествами и подходами к делу,0,0.9994827316212649,0,profession,rubist
люди с низкими зарплатами воспитывают детей на радужных облаках из мармелада,0,0.9994222341082097,0,profession,rubist
таджики танцевали с поющими метлами во дворе под дождем из разноцветных пуговиц,0,0.9997381221353638,0,nationality,rubist
спортсмены коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9999998049701198,0,profession,rubist
мужчина должен зарабатывать больше женщины,1,0.9981493656424794,1,gender,rubist
этот человек ходит в каких то обносках,1,0.9874764031997147,1,profession,rubist
учитель всегда прав,1,0.9949555335230886,1,profession,rubist
богатые люди обычно не имеют представления о том каково живется людям из низших страт общества,1,0.7997695907897283,1,profession,rubist
главная задача мужчины приносить доход в семью,1,0.9623451851725865,1,gender,rubist
все геи больные,1,0.9999975232272196,1,lgbtq,rubist
дизайнеры летают на поющих карандашах и рисуют мелодии из варенья,0,0.9999971610303225,0,profession,rubist
