,sentence_id,token,value_lime,sentence,dataset,categorisation,predicted_label,actual_label
58,9,канадцы,0.01758213965190877,канадцы знают что они – не сша,rubist_second,neutral,1,0
59,9,знают,0.07258672269546956,канадцы знают что они – не сша,rubist_second,neutral,1,0
60,9,что,0.003830479888291375,канадцы знают что они – не сша,rubist_second,neutral,1,0
61,9,они,0.05909874115069705,канадцы знают что они – не сша,rubist_second,neutral,1,0
62,9,не,0.33845950590537766,канадцы знают что они – не сша,rubist_second,neutral,1,0
63,9,сша,0.2553111179935584,канадцы знают что они – не сша,rubist_second,neutral,1,0
64,10,мужчины,-0.05574543104253533,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
65,10,редко,0.516040899597272,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
66,10,ходят,0.1844265829952145,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
67,10,к,0.11334773191827208,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
68,10,врачам,0.1789091872513298,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
69,11,место,0.07977046924920343,место женщины на кухне,rubist_second,stereotype_gender,1,1
70,11,женщины,0.1061419565085236,место женщины на кухне,rubist_second,stereotype_gender,1,1
71,11,на,0.03939996424588937,место женщины на кухне,rubist_second,stereotype_gender,1,1
72,11,кухне,-0.08174128016825193,место женщины на кухне,rubist_second,stereotype_gender,1,1
73,12,мужчина,-0.15442858840508675,мужчина трудоголик,rubist_second,stereotype_gender,1,1
74,12,трудоголик,0.37762870561644013,мужчина трудоголик,rubist_second,stereotype_gender,1,1
75,13,мужчина,0.06143148372022253,мужчина должен идти воевать,rubist_second,stereotype_gender,1,1
76,13,должен,0.3833003885182439,мужчина должен идти воевать,rubist_second,stereotype_gender,1,1
77,13,идти,-0.09119047351068375,мужчина должен идти воевать,rubist_second,stereotype_gender,1,1
78,13,воевать,0.23469677997302846,мужчина должен идти воевать,rubist_second,stereotype_gender,1,1
79,14,мужчина,0.28373048737234224,мужчина никогда не плачет,rubist_second,stereotype_gender,1,1
80,14,никогда,0.11299252370175912,мужчина никогда не плачет,rubist_second,stereotype_gender,1,1
81,14,не,0.02888618238481992,мужчина никогда не плачет,rubist_second,stereotype_gender,1,1
82,14,плачет,-0.08230200932382213,мужчина никогда не плачет,rubist_second,stereotype_gender,1,1
83,15,есть,-0.1322059985137492,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
84,15,мужские,0.03452453299169096,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
85,15,и,-0.03703175129998878,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
86,15,женские,0.038756226431509756,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
87,15,профессии,-0.057420998734305506,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
88,16,все,-0.0149563315858964,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
89,16,женщины,0.008480115303315208,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
90,16,любят,0.09480370005252264,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
91,16,розовый,-0.12566346497045613,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
92,16,цвет,-0.010458604623120562,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
93,17,женщины,0.15880379192918243,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
94,17,говорят,0.18301748223595843,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
95,17,загадками,0.22313490541262293,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
96,17,мужчины,-0.18694404713697282,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
97,17,прямо,-0.20164661898855998,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
98,18,мама,0.24800904919309064,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
99,18,всегда,0.09541110369074321,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
100,18,приходила,-0.0033204710785884133,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
101,18,домой,-0.03265369204930629,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
102,18,уставшей,0.19975016238143883,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
103,19,редко,0.27406095170576844,редко встретишь девушку программиста,rubist_second,stereotype_gender,0,1
104,19,встретишь,0.1304607128450239,редко встретишь девушку программиста,rubist_second,stereotype_gender,0,1
105,19,девушку,-0.04032206971894853,редко встретишь девушку программиста,rubist_second,stereotype_gender,0,1
106,19,программиста,-0.2359555725008168,редко встретишь девушку программиста,rubist_second,stereotype_gender,0,1
107,20,геями,0.2114112199400833,геями становятся младшие братья,rubist_second,stereotype_lgbtq,1,1
108,20,становятся,-0.07199604702611538,геями становятся младшие братья,rubist_second,stereotype_lgbtq,1,1
109,20,младшие,-0.08100800062831774,геями становятся младшие братья,rubist_second,stereotype_lgbtq,1,1
110,20,братья,-0.13812630543935384,геями становятся младшие братья,rubist_second,stereotype_lgbtq,1,1
111,21,гомосексуальность,0.18427192156704003,гомосексуальность это болезнь,rubist_second,stereotype_lgbtq,1,1
112,21,это,0.019993945378101407,гомосексуальность это болезнь,rubist_second,stereotype_lgbtq,1,1
113,21,болезнь,0.2699981899322168,гомосексуальность это болезнь,rubist_second,stereotype_lgbtq,1,1
114,22,все,-0.05386812446663722,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
115,22,квир,0.009318286334329956,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
116,22,люди,-0.007398740167197742,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
117,22,думают,0.28373771997940733,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
118,22,только,0.567279884540631,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
119,22,о,0.029804744943205917,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
120,22,себе,0.04655867855354044,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
121,23,геи,0.21222108125441752,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
122,23,просто,0.10227736856039463,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
123,23,должны,0.04928776979313569,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
124,23,сходить,0.004062910807005124,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
125,23,к,0.23118511106806086,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
126,23,психологу,0.3322905992108168,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
127,24,все,0.0030265924445049904,все небинарные заигравшиеся ролевики,rubist_second,stereotype_lgbtq,1,1
128,24,небинарные,-0.12622651460529866,все небинарные заигравшиеся ролевики,rubist_second,stereotype_lgbtq,1,1
129,24,заигравшиеся,0.2415856291264012,все небинарные заигравшиеся ролевики,rubist_second,stereotype_lgbtq,1,1
130,24,ролевики,0.37508876146812703,все небинарные заигравшиеся ролевики,rubist_second,stereotype_lgbtq,1,1
131,25,если,-0.04230808574325258,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
132,25,все,0.0521194787708978,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
133,25,станут,0.06869821545987453,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
134,25,геями,0.2855984250561691,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
135,25,а,-0.059822724208938506,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
136,25,кто,-0.01891337502789222,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
137,25,же,-0.04360824995763821,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
138,25,будет,-0.07229229975120106,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
139,25,рожать,0.011898950430455909,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
140,26,он,-0.029167173928607577,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
141,26,отрастил,-0.08176450627650167,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
142,26,волосы,0.010278671519844587,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
143,26,и,0.011209618281330543,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
144,26,теперь,-0.08401998047097718,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
145,26,выглядит,0.029616787059800406,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
146,26,как,0.04836735727292245,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
147,26,гей,0.12348563725399049,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
148,26,какой,0.08040642933153865,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
149,26,то,-0.009227522116636374,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
150,27,бисексуал,0.010506037048026917,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
151,27,это,-0.01312650964213507,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
152,27,он,-0.004384642525999777,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
153,27,просто,0.019343267262025444,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
154,27,молодой,-0.07240585019381068,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
155,27,вырастет,-0.07228280021075553,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
156,27,и,-0.03292900559464835,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
157,27,остепенится,0.06598421786227976,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
158,28,все,-0.051613506577345154,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
159,28,трансгендеры,-0.09575331619412675,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
160,28,выдумывали,-0.01125426705998781,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
161,28,свое,-0.1749884473610819,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
162,28,состояние,-0.21253754812758502,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
163,29,она,0.011685134627884744,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
164,29,не,0.10567994160871914,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
165,29,может,-0.04280181359871213,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
166,29,быть,0.021321876235174713,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
167,29,лесбиянкой,0.20476863367890183,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
168,29,она,0.011685134627884744,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
169,29,же,-0.13052372767383835,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
170,29,красивая,-0.25444127404978617,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
171,30,евреи,0.028138675414867965,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
172,30,не,0.28091533533548213,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
173,30,дают,0.12404429193531195,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
174,30,в,0.0004851848226955393,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
175,30,долг,0.1579413103842133,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
176,31,американцы,0.055815681513416246,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
177,31,хотят,0.07865138959755497,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
178,31,захватить,0.16064186752028287,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
179,31,сибирь,0.012624504683089947,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
180,31,с,0.01948571984453937,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
181,31,ее,0.018585403172429543,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
182,31,природными,-0.061903097856815706,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
183,31,богатствами,0.4533093549176862,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
184,32,все,-0.02166769315481477,все таджики понаехавшие,rubist_second,stereotype_nationality,1,1
185,32,таджики,0.07526379895796435,все таджики понаехавшие,rubist_second,stereotype_nationality,1,1
186,32,понаехавшие,0.3117536467264127,все таджики понаехавшие,rubist_second,stereotype_nationality,1,1
187,33,эстонцы,-0.038601863572867566,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
188,33,всегда,0.04007668423661398,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
189,33,считали,0.020319167825190613,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
190,33,нас,0.030419901363439313,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
191,33,врагами,0.6882718734580154,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
192,34,турки,0.07936304828280094,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
193,34,жуткие,0.03810607916319535,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
194,34,торговцы,0.1611710125080931,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
195,34,и,0.024918090374199117,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
196,34,хватают,0.12526448061147688,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
197,34,всех,0.04626392638283744,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
198,34,за,0.0720311875464388,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
199,34,штаны,0.05687040882994543,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
200,34,у,0.02427029679590118,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
201,34,магазинов,0.0008752444432337507,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
202,35,все,0.0009886929396791626,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
203,35,таджики,0.04231683397869492,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
204,35,работают,-0.15195420185236339,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
205,35,на,0.08855468724681194,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
206,35,рынке,-0.06565071620157845,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
207,36,все,-0.03435927086662411,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
208,36,индийцы,-0.004551574586388237,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
209,36,вегетарианцы,0.03175868857605435,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
210,36,и,-0.0033903757288257295,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
211,36,мяса,-0.06141753108888906,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
212,36,не,0.24704118341505096,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
213,36,найти,-0.16641975905154519,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
214,37,испанцы,0.0002599869797578481,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
215,37,смуглые,-0.016915121069547314,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
216,37,кудрявые,-0.245224995530559,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
217,37,красавцы,0.08398265218203024,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
218,37,как,0.04207735580466044,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
219,37,мужчины,0.044504234495157766,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
220,37,так,-0.0022641029581266852,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
221,37,и,0.05862295409113891,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
222,37,женщины,0.05991210715002216,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
223,38,узбеки,0.029444868041609968,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
224,38,продают,0.02594154788801776,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
225,38,на,-0.0028332817532663486,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
226,38,рынке,-0.0023156037197805896,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
227,38,очень,-0.0820451198626206,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
228,38,вкусные,0.0013992056152632223,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
229,38,фрукты,0.031731303215584115,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
230,39,когда,0.016755186818514786,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
231,39,украинец,0.0887406711925457,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
232,39,родился,-0.18911074316109655,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
233,39,еврей,0.11157325971417825,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
234,39,заплакал,-0.2036015817925796,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
235,40,бедные,0.14196265571723335,бедные не ездят на море,rubist_second,stereotype_profession,1,1
236,40,не,0.3146878601319385,бедные не ездят на море,rubist_second,stereotype_profession,1,1
237,40,ездят,0.08963377658059037,бедные не ездят на море,rubist_second,stereotype_profession,1,1
238,40,на,0.17198414254010175,бедные не ездят на море,rubist_second,stereotype_profession,1,1
239,40,море,0.015575432034278637,бедные не ездят на море,rubist_second,stereotype_profession,1,1
240,41,бедные,0.16788922306446502,бедные должны лучше работать,rubist_second,stereotype_profession,1,1
241,41,должны,0.17657999804166147,бедные должны лучше работать,rubist_second,stereotype_profession,1,1
242,41,лучше,0.2840548411136249,бедные должны лучше работать,rubist_second,stereotype_profession,1,1
243,41,работать,0.17978958853506816,бедные должны лучше работать,rubist_second,stereotype_profession,1,1
244,42,у,-0.001581932467479773,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
245,42,бедных,0.014292104362418278,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
246,42,в,-0.10487317714377253,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
247,42,квартире,0.13841876124773214,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
248,42,хлам,0.5298864705496328,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
249,42,и,-0.020347275988390787,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
250,42,ковры,0.14765511191321468,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
251,42,на,0.16236943362669068,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
252,42,стенах,-0.056472497014570106,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
253,43,хирург,-0.03230835295831525,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
254,43,обладает,0.13214431567551788,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
255,43,очень,-0.001947532445535773,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
256,43,крепкими,0.21867129803211235,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
257,43,нервами,0.2729594825393773,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
258,44,все,-0.03407790644874133,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
259,44,бедные,0.015608727505132855,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
260,44,люди,0.0015352952896157612,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
