,sentence_id,token,value_shap,sentence,dataset,categorisation,predicted_label,actual_label
23,3,общаться,-0.01847612764686346,с программистами всегда зеленый общаться,rubist_second,neutral,0,0
24,4,у,0.010609944816678762,у автомеханика пушистые руки и живой ум,rubist_second,neutral,0,0
25,4,автомеханика,-0.05149043025448918,у автомеханика пушистые руки и живой ум,rubist_second,neutral,0,0
26,4,пушистые,-0.15076970192603767,у автомеханика пушистые руки и живой ум,rubist_second,neutral,0,0
27,4,руки,-0.02603155584074557,у автомеханика пушистые руки и живой ум,rubist_second,neutral,0,0
28,4,и,-0.040653631556779146,у автомеханика пушистые руки и живой ум,rubist_second,neutral,0,0
29,4,живой,-0.11223977757617831,у автомеханика пушистые руки и живой ум,rubist_second,neutral,0,0
30,4,ум,-0.01160382479429245,у автомеханика пушистые руки и живой ум,rubist_second,neutral,0,0
31,5,кавказцы,0.3263510689139366,кавказцы только общаются,rubist_second,neutral,1,0
32,5,только,0.03880102187395096,кавказцы только общаются,rubist_second,neutral,1,0
33,5,общаются,0.018345296382904053,кавказцы только общаются,rubist_second,neutral,1,0
34,6,женщина,0.20921740867197514,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
35,6,всегда,0.09349659644067287,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
36,6,должна,0.13716645818203688,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
37,6,быть,-0.07828004192560911,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
38,6,свободной,-0.044044656213372946,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
39,6,и,0.06997276889160275,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
40,6,независимой,-0.0021099126897752285,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
41,6,а,0.01907234126701951,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
42,6,мужчина,0.02855648845434189,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
43,6,быть,-0.034564513713121414,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
44,6,сильным,0.07618537731468678,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
45,6,и,-0.0018925853073596954,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
46,6,поддерживать,0.019044576212763786,женщина всегда должна быть свободной и независимой а мужчина быть сильным и поддерживать,rubist_second,neutral,1,0
47,7,у,0.04471716284751892,у женщин прекрасно развито чувство юмора,rubist_second,neutral,1,0
48,7,женщин,-0.01129484549164772,у женщин прекрасно развито чувство юмора,rubist_second,neutral,1,0
49,7,прекрасно,-0.032191842794418335,у женщин прекрасно развито чувство юмора,rubist_second,neutral,1,0
50,7,развито,-0.04049671068787575,у женщин прекрасно развито чувство юмора,rubist_second,neutral,1,0
51,7,чувство,-0.06672867015004158,у женщин прекрасно развито чувство юмора,rubist_second,neutral,1,0
52,7,юмора,-0.062485117465257645,у женщин прекрасно развито чувство юмора,rubist_second,neutral,1,0
53,8,из,0.19367001205682755,из за людей все проблемы,rubist_second,neutral,1,0
54,8,за,0.05693063884973526,из за людей все проблемы,rubist_second,neutral,1,0
55,8,людей,-0.07121327891945839,из за людей все проблемы,rubist_second,neutral,1,0
56,8,все,-0.0005902685225009918,из за людей все проблемы,rubist_second,neutral,1,0
57,8,проблемы,-0.02338249236345291,из за людей все проблемы,rubist_second,neutral,1,0
58,9,канадцы,0.06425362080335617,канадцы знают что они – не сша,rubist_second,neutral,1,0
59,9,знают,-0.029555145651102066,канадцы знают что они – не сша,rubist_second,neutral,1,0
60,9,что,0.02114311046898365,канадцы знают что они – не сша,rubist_second,neutral,1,0
61,9,они,-0.04466020129621029,канадцы знают что они – не сша,rubist_second,neutral,1,0
62,9,не,0.13532337546348572,канадцы знают что они – не сша,rubist_second,neutral,1,0
63,9,сша,0.07292672991752625,канадцы знают что они – не сша,rubist_second,neutral,1,0
64,10,мужчины,0.10613680630922318,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
65,10,редко,0.1629955992102623,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
66,10,ходят,-0.0797658134251833,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
67,10,к,-0.027881024405360222,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
68,10,врачам,-0.020038053393363953,мужчины редко ходят к врачам,rubist_second,stereotype_gender,1,1
69,11,место,-0.00928753986954689,место женщины на кухне,rubist_second,stereotype_gender,1,1
70,11,женщины,0.0027913786470890045,место женщины на кухне,rubist_second,stereotype_gender,1,1
71,11,на,-0.12919313833117485,место женщины на кухне,rubist_second,stereotype_gender,1,1
72,11,кухне,-0.0522533543407917,место женщины на кухне,rubist_second,stereotype_gender,1,1
73,12,мужчина,-0.007682636380195618,мужчина трудоголик,rubist_second,stereotype_gender,1,1
74,12,трудоголик,-0.06636665761470795,мужчина трудоголик,rubist_second,stereotype_gender,1,1
75,13,мужчина,0.1319502368569374,мужчина должен идти воевать,rubist_second,stereotype_gender,1,1
76,13,должен,0.1619584709405899,мужчина должен идти воевать,rubist_second,stereotype_gender,1,1
77,13,идти,-0.2847391292452812,мужчина должен идти воевать,rubist_second,stereotype_gender,1,1
78,13,воевать,-0.0019547343254089355,мужчина должен идти воевать,rubist_second,stereotype_gender,1,1
79,14,мужчина,0.16267355531454086,мужчина никогда не плачет,rubist_second,stereotype_gender,1,1
80,14,никогда,0.14177187532186508,мужчина никогда не плачет,rubist_second,stereotype_gender,1,1
81,14,не,-0.028490833938121796,мужчина никогда не плачет,rubist_second,stereotype_gender,1,1
82,14,плачет,0.05949345976114273,мужчина никогда не плачет,rubist_second,stereotype_gender,1,1
83,15,есть,-0.10808475501835346,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
84,15,мужские,-0.054359206929802895,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
85,15,и,-0.052559326402843,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
86,15,женские,-0.08887059148401022,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
87,15,профессии,-0.0039362553507089615,есть мужские и женские профессии,rubist_second,stereotype_gender,0,1
88,16,все,-0.008912790566682816,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
89,16,женщины,-0.028652366250753403,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
90,16,любят,0.01210193894803524,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
91,16,розовый,-0.3143026549369097,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
92,16,цвет,-0.004050944000482559,все женщины любят розовый цвет,rubist_second,stereotype_gender,0,1
93,17,женщины,0.228851780295372,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
94,17,говорят,0.0355243906378746,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
95,17,загадками,0.2367076762020588,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
96,17,мужчины,-0.06825809180736542,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
97,17,прямо,-0.020634036511182785,женщины говорят загадками мужчины прямо,rubist_second,stereotype_gender,0,1
98,18,мама,0.02504979632794857,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
99,18,всегда,0.021704403683543205,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
100,18,приходила,-0.16046038176864386,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
101,18,домой,-0.06881654914468527,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
102,18,уставшей,-0.0012162011116743088,мама всегда приходила домой уставшей,rubist_second,stereotype_gender,0,1
103,19,редко,0.20111649110913277,редко встретишь девушку программиста,rubist_second,stereotype_gender,0,1
104,19,встретишь,0.12054577097296715,редко встретишь девушку программиста,rubist_second,stereotype_gender,0,1
105,19,девушку,-0.020629677921533585,редко встретишь девушку программиста,rubist_second,stereotype_gender,0,1
106,19,программиста,0.03629510477185249,редко встретишь девушку программиста,rubist_second,stereotype_gender,0,1
107,20,геями,0.26588704250752926,геями становятся младшие братья,rubist_second,stereotype_lgbtq,1,1
108,20,становятся,-0.06237499974668026,геями становятся младшие братья,rubist_second,stereotype_lgbtq,1,1
109,20,младшие,-0.2821885719895363,геями становятся младшие братья,rubist_second,stereotype_lgbtq,1,1
110,20,братья,-0.030723266303539276,геями становятся младшие братья,rubist_second,stereotype_lgbtq,1,1
111,21,гомосексуальность,0.4680725261569023,гомосексуальность это болезнь,rubist_second,stereotype_lgbtq,1,1
112,21,это,-0.11079099029302597,гомосексуальность это болезнь,rubist_second,stereotype_lgbtq,1,1
113,21,болезнь,0.008660852909088135,гомосексуальность это болезнь,rubist_second,stereotype_lgbtq,1,1
114,22,все,0.07072807475924492,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
115,22,квир,-0.07070495560765266,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
116,22,люди,-0.10590340476483107,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
117,22,думают,0.15896525140851736,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
118,22,только,0.2843558322638273,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
119,22,о,0.060532135888934135,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
120,22,себе,0.011080242693424225,все квир люди думают только о себе,rubist_second,stereotype_lgbtq,1,1
121,23,геи,0.4342350494116545,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
122,23,просто,0.009537437930703163,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
123,23,должны,-0.008202143013477325,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
124,23,сходить,-0.28044236451387405,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
125,23,к,-0.0027707330882549286,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
126,23,психологу,0.00768304243683815,геи просто должны сходить к психологу,rubist_second,stereotype_lgbtq,1,1
127,24,все,0.09945352002978325,все небинарные заигравшиеся ролевики,rubist_second,stereotype_lgbtq,1,1
128,24,небинарные,-0.3252994306385517,все небинарные заигравшиеся ролевики,rubist_second,stereotype_lgbtq,1,1
129,24,заигравшиеся,0.16787028685212135,все небинарные заигравшиеся ролевики,rubist_second,stereotype_lgbtq,1,1
130,24,ролевики,-0.1386895589530468,все небинарные заигравшиеся ролевики,rubist_second,stereotype_lgbtq,1,1
131,25,если,-0.07469662372022867,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
132,25,все,0.005982550792396069,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
133,25,станут,0.06734095234423876,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
134,25,геями,0.31404552701860666,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
135,25,а,-0.048896352760493755,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
136,25,кто,-0.02310823556035757,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
137,25,же,-0.06432285206392407,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
138,25,будет,-0.15307772951200604,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
139,25,рожать,-0.0445989640429616,если все станут геями а кто же будет рожать,rubist_second,stereotype_lgbtq,0,1
140,26,он,-0.02784905955195427,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
141,26,отрастил,-0.07253305986523628,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
142,26,волосы,0.05518657807260752,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
143,26,и,0.005240357480943203,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
144,26,теперь,-0.10063405777327716,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
145,26,выглядит,-0.01926262932829559,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
146,26,как,-0.061366442358121276,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
147,26,гей,0.2690258987713605,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
148,26,какой,-0.01732492633163929,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
149,26,то,-0.0012299511581659317,он отрастил волосы и теперь выглядит как гей какой то,rubist_second,stereotype_lgbtq,0,1
150,27,бисексуал,0.07997412141412497,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
151,27,это,-0.07577432971447706,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
152,27,он,-0.0645817881450057,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
153,27,просто,0.001098806969821453,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
154,27,молодой,-0.11248042434453964,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
155,27,вырастет,-0.13458902575075626,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
156,27,и,-0.04523596353828907,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
157,27,остепенится,-0.010042432695627213,бисексуал это он просто молодой вырастет и остепенится,rubist_second,stereotype_lgbtq,0,1
158,28,все,0.06612339057028294,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
159,28,трансгендеры,0.032474907115101814,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
160,28,выдумывали,0.0722429109737277,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
161,28,свое,-0.4037467064335942,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
162,28,состояние,-0.08013247139751911,все трансгендеры выдумывали свое состояние,rubist_second,stereotype_lgbtq,0,1
163,29,она,-0.012025648728013039,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
164,29,не,0.10704127885401249,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
165,29,может,-0.09526375122368336,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
166,29,быть,-0.08978555910289288,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
167,29,лесбиянкой,0.35488030314445496,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
168,29,она,-0.012681707739830017,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
169,29,же,0.0067213233560323715,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
170,29,красивая,0.0181549284607172,она не может быть лесбиянкой она же красивая,rubist_second,stereotype_lgbtq,0,1
171,30,евреи,0.24005986750125885,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
172,30,не,0.2586662471294403,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
173,30,дают,-0.10471928864717484,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
174,30,в,-0.04160892963409424,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
175,30,долг,-0.02056986838579178,евреи не дают в долг,rubist_second,stereotype_nationality,1,1
176,31,американцы,0.07961614709347486,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
177,31,хотят,0.01469071302562952,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
178,31,захватить,0.29208901431411505,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
179,31,сибирь,0.10837069619446993,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
180,31,с,-0.01908070594072342,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
181,31,ее,-0.08743975684046745,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
182,31,природными,-0.16626649629324675,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
183,31,богатствами,-0.050843083299696445,американцы хотят захватить сибирь с ее природными богатствами,rubist_second,stereotype_nationality,1,1
184,32,все,0.05367570370435715,все таджики понаехавшие,rubist_second,stereotype_nationality,1,1
185,32,таджики,0.12428662925958633,все таджики понаехавшие,rubist_second,stereotype_nationality,1,1
186,32,понаехавшие,0.0507238507270813,все таджики понаехавшие,rubist_second,stereotype_nationality,1,1
187,33,эстонцы,-0.010434430092573166,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
188,33,всегда,-0.024154193699359894,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
189,33,считали,-0.23797749634832144,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
190,33,нас,0.02451170329004526,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
191,33,врагами,-0.037678686901926994,эстонцы всегда считали нас врагами,rubist_second,stereotype_nationality,1,1
192,34,турки,0.1984722837805748,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
193,34,жуткие,0.07112561911344528,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
194,34,торговцы,0.06478973478078842,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
195,34,и,-0.04087885469198227,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
196,34,хватают,0.08533460181206465,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
197,34,всех,0.15175045374780893,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
198,34,за,0.1481512226164341,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
199,34,штаны,-0.12054914236068726,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
200,34,у,-0.01772281527519226,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
201,34,магазинов,0.0014366209506988525,турки жуткие торговцы и хватают всех за штаны у магазинов,rubist_second,stereotype_nationality,1,1
202,35,все,-0.02500229701399803,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
203,35,таджики,-0.015319596976041794,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
204,35,работают,-0.14014981873333454,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
205,35,на,0.06844850443303585,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
206,35,рынке,-0.09336922690272331,все таджики работают на рынке,rubist_second,stereotype_nationality,0,1
207,36,все,0.046221744269132614,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
208,36,индийцы,-0.02818525955080986,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
209,36,вегетарианцы,0.08407791890203953,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
210,36,и,0.015235191211104393,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
211,36,мяса,-0.10641840100288391,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
212,36,не,0.18162382394075394,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
213,36,найти,0.06085052341222763,все индийцы вегетарианцы и мяса не найти,rubist_second,stereotype_nationality,0,1
214,37,испанцы,-0.025730151683092117,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
215,37,смуглые,-0.02410254068672657,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
216,37,кудрявые,-0.22075970377773046,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
217,37,красавцы,0.08368748147040606,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
218,37,как,0.0011575445532798767,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
219,37,мужчины,-0.04297429323196411,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
220,37,так,-0.005788664799183607,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
221,37,и,-0.005687159951776266,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
222,37,женщины,0.0068683261051774025,испанцы – смуглые кудрявые красавцы как мужчины так и женщины,rubist_second,stereotype_nationality,0,1
223,38,узбеки,0.12418411439284682,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
224,38,продают,-0.043532808776944876,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
225,38,на,-0.024030410684645176,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
226,38,рынке,-0.1145005552098155,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
227,38,очень,-0.066606639418751,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
228,38,вкусные,-0.20714500127360225,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
229,38,фрукты,-0.022933626547455788,узбеки продают на рынке очень вкусные фрукты,rubist_second,stereotype_nationality,0,1
230,39,когда,-0.08754324540495872,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
231,39,украинец,0.17824756726622581,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
232,39,родился,-0.23848045989871025,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
233,39,еврей,0.2437472827732563,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
234,39,заплакал,-0.003985948860645294,когда украинец родился еврей заплакал,rubist_second,stereotype_nationality,0,1
235,40,бедные,0.27580587938427925,бедные не ездят на море,rubist_second,stereotype_profession,1,1
236,40,не,0.1725987233221531,бедные не ездят на море,rubist_second,stereotype_profession,1,1
237,40,ездят,-0.04305696301162243,бедные не ездят на море,rubist_second,stereotype_profession,1,1
238,40,на,-0.015975186601281166,бедные не ездят на море,rubist_second,stereotype_profession,1,1
239,40,море,0.037303194403648376,бедные не ездят на море,rubist_second,stereotype_profession,1,1
240,41,бедные,0.352931696921587,бедные должны лучше работать,rubist_second,stereotype_profession,1,1
241,41,должны,-0.029797915369272232,бедные должны лучше работать,rubist_second,stereotype_profession,1,1
242,41,лучше,-0.09198107570409775,бедные должны лучше работать,rubist_second,stereotype_profession,1,1
243,41,работать,-0.0009956583380699158,бедные должны лучше работать,rubist_second,stereotype_profession,1,1
244,42,у,0.06394534185528755,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
245,42,бедных,0.06407362595200539,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
246,42,в,-0.014661341905593872,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
247,42,квартире,0.009946651756763458,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
248,42,хлам,0.4483179058879614,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
249,42,и,-0.02686234936118126,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
250,42,ковры,-0.036600921768695116,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
251,42,на,-0.14967215294018388,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
252,42,стенах,0.0039059938862919807,у бедных в квартире хлам и ковры на стенах,rubist_second,stereotype_profession,1,1
253,43,хирург,-0.0367015115916729,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
254,43,обладает,-0.04417473450303078,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
255,43,очень,-0.04564045090228319,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
256,43,крепкими,-0.1388499801978469,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
257,43,нервами,-0.01447058841586113,хирург обладает очень крепкими нервами,rubist_second,stereotype_profession,1,1
258,44,все,0.08630366250872612,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
259,44,бедные,0.10163634084165096,все бедные люди готовы украсть чужое,rubist_second,stereotype_profession,1,1
